cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-date_patch,jem-id_species,jem-id_patched_cell_container,jem-id_rig_user,jem-roi_super,jem-roi_major,jem-roi_minor,cell_id,rna_amplification_pass_fail,Genes.Detected.CPM,avg.cor,ttype,supertype,subclass,ephys_qc,failed_bad_rs,failed_electrode_0,tau,avg_isi,upstroke_downstroke_ratio_short_square,threshold_v_ramp,peak_v_short_square,upstroke_downstroke_ratio_ramp,sag,trough_t_ramp,slow_trough_v_ramp,vrest,has_pause,trough_v_long_square,input_resistance_mohm,trough_t_short_square,fast_trough_v_ramp,trough_t_long_square,threshold_v_long_square,slow_trough_v_long_square,peak_t_ramp,threshold_t_short_square,slow_trough_t_long_square,input_access_resistance_ratio,fast_trough_t_long_square,ri,threshold_t_long_square,threshold_v_short_square,threshold_t_ramp,vm_for_sag,threshold_i_long_square,threshold_i_short_square,slow_trough_t_ramp,peak_v_ramp,fast_trough_v_short_square,fast_trough_t_short_square,fast_trough_t_ramp,initial_access_resistance_mohm,slow_trough_t_short_square,threshold_i_ramp,slow_trough_v_short_square,peak_t_short_square,trough_v_short_square,f_i_curve_slope,created_at,peak_t_long_square,seal_gohm,trough_v_ramp,latency,fast_trough_v_long_square,upstroke_downstroke_ratio_long_square,,peak_v_long_square,adaptation
Pvalb-IRES-Cre;Ai14-662812.04.02.04,35.40754333,,,,,2/22/2023,Mouse,PXS4_230222_853_A01,balreetp,Cortical,VISp,L2-3,,,,,,,,auto_passed,FALSE,FALSE,5.148538075,26.68702703,,-42.38393021,,1.204150901,0.139100745,14.47662,,-70.61221017,,-60.56250381,131.134232,,-61.88393402,0.54102,-41.65625381,,14.47607429,,,0.129198972,0.54098,96.36411816,0.5402,,14.47580571,-81.28125,270,,,28.8392849,,,14.47657714,16.942408,,349.4464242,,,,0.922401096,53:47.4,0.54046,2.079878144,-62.0044632,0.00638,-60.50000381,1.245905805,,27,0.021548544
Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.01,5.631701196,,,,,11/15/2022,Mouse,P4S4_221115_151_A01,kamiliamn,Brainstem,HB,LC,1226248538,Pass,10351,0.671521907,3346 CUN-PPN Evx2 Meis2 Glut_4,CUN-PPN Evx2 Meis2 Glut_4,CUN-PPN Evx2 Meis2,auto_passed,FALSE,FALSE,36.98734256,66.46857143,1.753809266,-34.546875,37.84375381,1.634596821,0.181757495,1.51883,,-62.86404582,,-61.43750381,442.319616,0.51474,-61.96875381,0.72678,-35.5,,1.51779,0.50322,,0.013680294,0.72666,454.5311332,0.72534,-38.1875,1.51741,-102.46875,18,400,,40.53125381,-64.21875,0.50454,1.51872,6.0510625,,25.5,,0.50358,-65.34375,0.370313493,34:36.5,0.72574,2.243273984,-62.09375,0.04504,-61.21875381,1.655468904,,39.84375381,0.00829429
Pvalb-IRES-Cre;Ai14-445805.04.02.01,40.00539191,,,,,3/5/2019,Mouse,P8S4_190305_351_A01,lindsayn,Cortical,VISp,L5,832378612,Pass,9294,0.704778452,0743 Pvalb Gaba_4,Pvalb Gaba_4,Pvalb,manual_passed,TRUE,FALSE,12.6313409,32.20846154,1.406206696,-23.36249733,36.91562653,1.192356047,0.04648409,6.46128,,-64.01788635,,-56.97499847,331.66864,1.18274,-55.30624771,0.63208,-24.55624962,,6.46034,0.50321,,0.070128119,0.63202,234.1249883,0.63076,-40.734375,6.45996,-90.58750153,110,270,,30.12916565,-60.00312424,0.50435,6.461226667,23.259298,,149.0833282,,0.50353,-63.60312653,0.634285714,49:25.5,0.63112,2.467829248,-55.37916565,0.00776,-56.88750076,1.257370529,,29.78125,0.003851395
Gad2-IRES-Cre;Ai14-481679.03.02.01,3.190053336,,,,,8/19/2019,Mouse,P8S4_190819_355_A01,lindsayn,Cortical,VISp,L5,926894447,Pass,9526,0.765510076,0367 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,3.922513825,-38.43958664,43.88750458,4.190391991,,3.479533333,-49.48541641,,,,,0.6038,-39.77708435,,,,3.3748,0.50336,,,,,,-44.13750458,3.37424,,,680,3.479533333,48.21458054,-42.76874924,0.50632,3.378193333,,,71.91666412,,0.50388,-65.59375763,,41:54.7,,,-49.4854126,,,,,,
Sst-IRES-Cre;Ai14-508746.06.06.01,12.09968604,,,,,2/3/2020,Mouse,PES4_200203_651_A01,katherineb,Cortical,CTXsp,CLA,1004779144,Pass,6379,0.579660783,0753 Pvalb Gaba_7,Pvalb Gaba_7,Pvalb,auto_passed,FALSE,FALSE,10.24797153,24.9,1.577499312,-34.44375229,17.44999886,1.193318989,0.03292742,16.54472,,-69.93856722,,-59.20000458,213.993728,1.20348,-56.67500305,0.52708,-40.01250076,,5.98224,0.50324,,0.053089107,0.5268,178.2501936,0.52486,-43.33750153,5.98158,-90.59375763,119.9999924,400,,7.312500477,-62.71249771,0.50554,5.98408,11.360736,,137.125,,0.5037,-70.69999695,0.617857146,19:48.5,0.52534,2.062749184,-66.52500153,0.01324,-58.97499847,1.612325738,,16.76249886,
Slc17a6-IRES-Cre;Ai14-660758.09.09.01,9.051618125,,,,,1/27/2023,Mouse,PVS4_230127_251_A01,marshallv,Subcortical,HY,STN,,,,,,,,auto_passed,FALSE,FALSE,28.56566095,,1.57600205,,27.5625,,0.03693955,,,-55.02823289,,-54.15625,263.456976,0.50454,,0.66718,-31.5,,,0.50282,,0.059510184,0.66706,364.9814725,0.66542,-40.59375,,-91.21875763,29.99999809,220,,,-56.03125381,0.50446,,15.678373,,,,0.50324,-56.09375381,7.48E-18,57:10.3,0.6659,1.048931136,,0.05078,-53.96875381,1.467849954,,27.21875191,
Tac1-IRES2-Cre;Vip-IRES-FlpO;Ai193-hyg-534696.02.02.01,4.510965125,,,,,7/7/2020,Mouse,PES4_200707_653_A01,katherineb,Cortical,VISp,L5,1034747172,Pass,7252,0.744414755,0365 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,auto_passed,FALSE,FALSE,,,,,,,,,,,,,148.364336,,,,,,,,,0.071048914,,,,,,,,,,,,,,10.541125,,,,,,,,,1.972640768,,,,,,,
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-555676.07.09.01,30.5330646,,,,,12/2/2020,Mouse,P8S4_201202_356_A01,lindsayn,Subcortical,MB,SNr,1067617844,Pass,9764,0.780499601,1740 ZI Pax6 Gaba_4,ZI Pax6 Gaba_4,ZI Pax6,auto_passed,FALSE,FALSE,11.80876966,68.90272727,1.445388654,-28.47916603,7.750000477,1.359720287,0.292124122,5.820198333,-47.15625127,-60.14047844,,-46.78125381,136.785344,0.580155,-46.26041794,0.555645,-28.84375191,,5.802551667,0.503005,,0.059302665,0.55538,67.57812202,0.55409,-36.21875,5.802256667,-76.65625,100,540,5.820198333,9.229166985,-52.12500381,0.504495,5.803521667,8.1117355,,132.625,,0.50331,-61.09375,0.270833331,29:28.2,0.554395,1.607066112,-47.15625,0.032475,-46.62500381,1.375081148,,7.875,0.108514675
Ctgf-T2A-dgCre;Ai14-532610.04.02.01,2.876416676,,,,,7/8/2020,Mouse,PES4_200708_651_A01,katherineb,Cortical,VISp,L6b,1034908713,Pass,8953,0.759272016,0427 L6b CTX Glut_2,L6b CTX Glut_2,L6b CTX,auto_passed,FALSE,FALSE,,,,,,,,,,,,,258.023536,,,,,,,,,0.038404218,,,,,,,,,,,,,,9.909192,,,,,,,,,2.047290752,,,,,,,
Gad2-IRES-Cre;Ai14-473604.04.02.01,5.332356088,,,,,7/12/2019,Mouse,P8S4_190712_354_A01,lindsayn,Cortical,VISp,L5,904839273,Pass,8635,0.779833046,0365 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,3.717466816,-36.89374924,51.61875153,3.745395716,,3.08972,-50.81041718,,,,,0.61038,-42.3666687,,,,3.030633333,0.50312,,,,,,-40.84375,3.030233333,,,610,3.08972,51.54791641,-45.68124771,0.50516,3.032413333,,,63.29166794,,0.50348,-64.61250305,,25:10.6,,,-50.81042099,,,,,,
Gad2-IRES-Cre;Ai14-481679.04.02.03,2.872901338,,,,,8/19/2019,Mouse,P8S4_190819_354_A01,lindsayn,Cortical,VISp,L5,926842115,Pass,9691,0.737204703,0369 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,4.049152407,-35.75,46.81875229,4.012109987,,3.547666667,-51.6770846,,,,,0.5853,-39.08958435,,,,3.495686667,0.50308,,,,,,-41.72500229,3.49526,,,680,3.547666667,49.55625534,-43.60625076,0.50534,3.497986667,,,74.95833588,,0.50346,-66.99375916,,39:30.8,,,-51.67708206,,,,,,
Slc32a1-IRES-Cre;Ai14-493643.04.02.01,7.364737588,,,,,10/22/2019,Mouse,P8S4_191022_351_A01,lindsayn,Cortical,VISp,L6a,971517180,Pass,6625,0.653935066,0037 L6 IT CTX Glut_1,L6 IT CTX Glut_1,L6 IT CTX,manual_passed,TRUE,TRUE,,,4.577190646,-33.89166641,43.890625,4.347307908,,3.991553333,-54.5229187,,,,,1.07668,-43.23541641,,,,3.92424,0.50308,,,,,,-45.11875153,3.92364,,,959.999939,3.991553333,44.69791794,-42.05625153,0.50674,3.931473333,,,85.66666412,,0.50362,-79.8031311,,00:52.7,,,-54.5229187,,,,,,
Slc17a6-IRES-Cre;Ai14-651168.08.06.01,4.742203486,,,,,11/17/2022,Mouse,PNS4_221117_851_A01,balreetp,Subcortical,HY,STN,1226742900,Fail,7159,0.484042203,4806 NLL Gata3 Gly-Gaba_3,NLL Gata3 Gly-Gaba_3,NLL Gata3,auto_passed,FALSE,FALSE,25.68799977,25.22727273,1.650863952,-38.37500381,12.20625048,1.579940491,0.304789126,1.292686667,,-57.3469164,,-58.3125,407.443168,0.690806,-55.75000381,0.59778,-39.53125381,-58.3125,1.290593333,0.50295,0.59778,0.037841449,0.5972,298.6111939,0.59522,-40.48125114,1.29016,-95.875,10,210,,12.35416698,-57.23749924,0.50514,1.292166667,15.41824,,19.79166603,,0.503364,-58.52500153,0.614038386,52:00.1,0.59566,1.278972544,-56.10417175,0.0081,-57.68750381,1.547418336,,12.78125,-5.77E-05
Sst-IRES-Cre;Th-P2A-FlpO;Ai65-537071.04.02.02,1.217744638,,,,,7/31/2020,Mouse,PAS4_200731_452_A01,ramr,Cortical,VISp,L6a,1039828923,Pass,7550,0.647021247,0814 Sst Gaba_14,Sst Gaba_14,Sst,auto_passed,FALSE,FALSE,17.58339659,92.74,1.634125971,-8.500000954,21.64375114,1.406253752,0.080192097,6.82508,,-60.39391431,,-39.28749847,279.036416,0.85448,-31.72083473,0.61686,-20.34375,,6.821586667,0.50314,,0.025644232,0.59608,245.6249148,0.59328,-16.16874886,6.820846667,-88.79999542,70,710,,25.6479187,-39.98125458,0.50568,6.82446,7.1556745,,158.0833282,,0.50352,-60.99375153,0.056034483,22:56.3,0.5938,3.600531456,-31.91250038,0.037,-38.38750458,2.171832308,,27.43125153,0.414060815
Sst-IRES-Cre;Ai14-508753.08.06.01,3.766893854,,,,,2/7/2020,Mouse,PFS4_200207_701_A01,jessicat,Cortical,ORB,L5,1005632525,Pass,8760,0.707936599,0803 Sst Gaba_10,Sst Gaba_10,Sst,auto_passed,FALSE,FALSE,31.56690672,50.00842105,2.790495139,-46.69062805,5.325000286,2.791687856,0.07590948,2.01994,-56.06875134,-67.39483677,,-56,247.710576,1.39342,-53.56250763,0.61258,-49.77500153,-56,1.99782,0.5043,0.61258,0.044684132,0.5942,340.7947719,0.59106,-48.46875381,1.99725,-101.9375,29.99999809,430,2.01994,9.332812309,-54.83125305,0.50732,2.000245,11.068732,,37.5,,0.50482,-67.71250916,0.404741368,18:03.5,0.59168,3.569175808,-56.06875229,0.02536,-55.46250153,2.818991377,,4.381249905,0.04069234
Rbp4-Cre_KL100;Ai14-658998.08.06.01,5.182983512,,,,,1/11/2023,Mouse,PNS4_230111_851_A01,balreetp,Subcortical,HY,STN,1238964856,Pass,10369,0.636776566,1748 ZI Pax6 Gaba_4,ZI Pax6 Gaba_4,ZI Pax6,auto_passed,FALSE,FALSE,20.14687095,33.64,1.406391917,,20.21875,,0.109498918,,,-59.4782753,,-54.625,503.771296,0.52752,,0.56448,-35.43750381,,,0.50328,,0.038071967,0.56396,435.0000024,0.5618,-45.15625,,-100.40625,34,140,,,-57.46875381,0.50574,,19.179564,,,,0.50416,-61.93750381,0.02996959,51:39.5,0.56252,11.57532979,,0.00964,-54.3125,1.228749756,,17.0625,
Htr3a-Cre_NO152;Ai14-445711.03.02.01,6.555048879,,,,,2/25/2019,Mouse,P8S4_190225_351_A01,lindsayn,Cortical,VISp,L1,828707565,Pass,9174,0.783821182,0673 Sncg Gaba_3,Sncg Gaba_3,Sncg,manual_passed,FALSE,FALSE,23.49802358,47.577,2.849042421,-31.02499962,44.40625,2.994690672,0.05839109,2.1772,-40.78749847,-66.5096887,,-41.99374771,444.28576,1.18334,-42.11249924,0.59842,-32.76250076,,2.131553333,0.50316,,0.044198378,0.5984,377.5624335,0.5965,-34.09375,2.131093333,-97.71875,40,430,2.2287,46.30624771,-43.57500076,0.50478,2.133073333,19.63671,,40.875,,0.50356,-66.48749542,0.430882353,59:41.4,0.59696,2.459637248,-42.26041794,0.02626,-41.96875,3.056272641,,44.46875,0.064084412
Pvalb-IRES-Cre;Ai14-662811.02.01.02,27.06894205,,,,,2/21/2023,Mouse,PXS4_230221_152_A01,kamiliamn,Cortical,VISp,L5,,,,,,,,auto_passed,FALSE,FALSE,9.335533765,8.246896552,1.129486282,-38.09375381,23,0.942203666,0.053044487,13.6325,,-75.82875633,,-64.65625,272.156448,1.2768,-63.96875381,0.55332,-41.65625381,,13.63152,0.50307,,0.048676572,0.55326,122.1965551,0.55216,-54.28125,13.6311,-90.03125,180,460,,7,-68.140625,0.50417,13.63248,13.247643,,328.375,,0.50344,-76.796875,0.930047836,28:13.1,0.55254,3.71590016,-64.03125,0.00936,-64.50000763,1.114127908,,20.09375,0.006472598
Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508089-Ai65.04.02.01,5.009616153,,,,,1/31/2020,Mouse,PAS4_200131_453_A01,ramr,Cortical,RSPd,L2-3,1004370429,Pass,8851,0.668780397,0342 L2/3 IT RSP Glut_1,L2/3 IT RSP Glut_1,L2/3 IT RSP,manual_passed,TRUE,TRUE,,,2.695851115,-37.21718597,16.78750038,2.783928508,,7.06305,-51.57031345,,,,,0.83024,-43.77656555,,,,7.02707,0.50298,,,,,,-38.66250229,7.02652,,,1030,7.06305,18.36562729,-50.06250381,0.50628,7.02948,,,163.25,,0.50348,-80.03125,,29:42.9,,,-51.5703125,,,,,,
Rbp4-Cre_KL100;Ai14-496256.03.01.01,3.862345767,,,,,11/15/2019,Mouse,PES4_191115_651_A01,katherineb,Cortical,VISp,L5,983319917,Pass,7732,0.667371328,0064 L5 IT CTX Glut_4,L5 IT CTX Glut_4,L5 IT CTX,manual_passed,TRUE,TRUE,,,1.824568209,-34.12291336,11.08500004,2.374555255,,2.57304,-56.88541794,,,,,1.051328,-45.12291336,,,,2.5286,0.503144,,,,,,-22.9212513,2.527966667,,,770,2.57304,13.38541698,-52.12125397,0.506404,2.53196,,,50.75,,0.5036,-79.98374939,,06:21.6,,,-56.88541794,,,,,,
Ctgf-T2A-dgCre;Ai14-536733.04.02.01,2.387518455,,,,,7/29/2020,Mouse,PAS4_200729_453_A01,ramr,Cortical,VISp,L6b,1039273993,Pass,7903,0.717637856,0425 L6b CTX Glut_1,L6b CTX Glut_1,L6b CTX,auto_passed,FALSE,FALSE,,,,,,,,,,,,,314.8344,,,,,,,,,0.038698748,,,,,,,,,,,,,,12.183697,,,,,,,,,3.91178752,,,,,,,
Gad2-IRES-Cre;Ai14-646936.02.01.01,15.84660356,,,,,10/13/2022,Mouse,PXS4_221013_851_A01,balreetp,Cortical,VISp,L5,1217515251,Pass,7125,0.61917622,0754 Pvalb Gaba_8,Pvalb Gaba_8,Pvalb,auto_passed,FALSE,FALSE,7.587864027,,,,,,0.109693572,,,-56.93835144,,-51.09375381,223.176656,,,0.5085,-37.53125381,,,,,0.049720111,0.50832,115.6251803,0.50634,,,-73.84375763,239.9999847,,,,,,,11.096368,,,,,,-7.17E-19,47:23.0,0.50682,3.6393216,,0.00468,-50.96875,1.854506697,,18.81250191,
C57BL6J-645072.08.09.03,15.26274734,,,,,9/30/2022,Mouse,PJS4_220930_804_A01,sarav,Subcortical,HY,STN,1214973812,Pass,8229,0.681158548,2454 STN-PSTN Pitx2 Glut_5,STN-PSTN Pitx2 Glut_5,STN-PSTN Pitx2,auto_passed,FALSE,FALSE,12.94800187,44.20571429,1.227138775,,29.1875,,0.41764757,,,-55.4269777,,-54.28125381,165.104816,0.50508,,0.58512,-29.3125,-54.28125381,,0.50316,0.58512,0.067225634,0.58462,162.3437256,0.58374,-35.09375,,-74.1875,29.99999809,370,,,-57.12500381,0.50414,,11.099276,,,,0.50342,-58.25000381,0.475371379,47:12.9,0.58402,2.463501568,,0.03048,-53.75,1.210761429,,29.56250191,0.029010996
Sst-IRES-Cre;Ai14-510706.08.06.02,6.299873947,,,,,2/17/2020,Mouse,P8S4_200217_352_A01,lindsayn,Cortical,ORB,L5,1007780402,Pass,9229,0.620087916,0792 Sst Gaba_7,Sst Gaba_7,Sst,manual_passed,TRUE,TRUE,,,2.009000816,-42.609375,20.00937462,1.83950726,,8.842165,,,,,,0.83184,-57.75625229,,,,8.841095,0.50319,,,,,,-50.37031174,8.840695,,,340,,27.57343674,-58.86875153,0.50473,8.8421,,,208.5625,,0.503565,-68.79219055,,33:42.1,,,-57.81874847,,,,,,
Sst-IRES-Cre;Ai14-508750.04.06.01,17.0732545,,,,,2/6/2020,Mouse,PES4_200206_652_A01,katherineb,Cortical,CTXsp,CLA,1005443818,Pass,8496,0.720124152,0814 Sst Gaba_14,Sst Gaba_14,Sst,manual_passed,TRUE,TRUE,21.84547318,48.59,2.099168235,-20.52708626,24.75000191,1.118956815,0.025521012,8.707666667,,-71.23782196,,-55.19375229,,0.82362,-49.30208206,0.57728,-36.02499771,,8.704693333,0.50316,,,0.577,197.656095,0.57488,-37.33750153,8.704006667,-92.59375,100,600,,11.91875076,-57.16250229,0.50566,8.70726,,,205.1666718,,0.50356,-71.96875763,0.055000001,29:29.3,0.57532,,-49.42708206,0.02876,-55.03750229,2.216102625,,26.86250114,0.276805927
Ctgf-T2A-dgCre;Ai14-536734.04.02.01,1.901863538,,,,,7/30/2020,Mouse,PAS4_200730_451_A01,ramr,Cortical,VISp,L6b,1039503078,Pass,6442,0.714067102,0432 L6b CTX Glut_3,L6b CTX Glut_3,L6b CTX,auto_passed,FALSE,FALSE,,,,,,,,,,,,,393.50192,,,,,,,,,0.033730659,,,,,,,,,,,,,,13.273079,,,,,,,,,5.416277504,,,,,,,
Slc17a8-iCre;Ai14-529373.05.09.01,4.354535805,,,,,6/15/2020,Mouse,PES4_200615_654_A01,katherineb,Cortical,RSPv,L2-3,1030125792,Pass,7594,0.704088836,0859 Sst Chodl Gaba_4,Sst Chodl Gaba_4,Sst Chodl,auto_passed,FALSE,FALSE,26.0116251,134.44,2.19756175,-28.85624886,23.96250153,2.627452783,0.035312857,2.458586667,,-62.81392323,,-47.91875076,278.436448,0.94678,-44.18125534,0.88356,-30.15625191,-47.91875076,2.456246667,0.50286,0.88356,0.049032546,0.82446,271.2499201,0.8217,-29.59375,2.455673333,-97.25624847,40,469.9999695,,30.35208702,-54.84375381,0.50584,2.458453333,13.652448,,48.95833206,,0.5033,-63.63750076,0.102631579,23:09.5,0.82226,1.970478464,-44.29166794,0.03994,-45.09375381,2.790980717,,31.80000114,0.087253421
Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-533973.04.02.01,4.567777847,,,,,7/15/2020,Mouse,PES4_200715_653_A01,katherineb,Cortical,VISp,L5,1036440828,Pass,7727,0.767787235,0778 Sst Gaba_4,Sst Gaba_4,Sst,auto_passed,FALSE,FALSE,,,,,,,,,,,,,330.638496,,,,,,,,,0.039678356,,,,,,,,,,,,,,13.119192,,,,,,,,,5.037517312,,,,,,,
C57BL6J-661503.06.02.02,15.75215078,,,,,2/8/2023,Mouse,PNS4_230208_852_A01,balreetp,Subcortical,MB,VTA,1245808926,Pass,8602,0.75302753,3872 SNc-VTA-RAmb Foxa1 Dopa_6,SNc-VTA-RAmb Foxa1 Dopa_6,SNc-VTA-RAmb Foxa1,auto_passed,FALSE,FALSE,73.47701551,101.07,1.231477461,-25.15625191,18.09375191,1.9714596,0.208287075,1.42026,-49.0625,-54.86339973,,-53.09375381,400.53584,0.5063,-43.03125381,1.00456,-28.96875191,,1.36978,0.50248,,0.033457852,0.89014,498.9430904,0.8861,-35.03125,1.36904,-101.84375,10,479.9999695,1.42026,29.34375191,-60.16666794,0.50548,1.372,13.401069,,21.75,,0.503233333,-60.62500381,0.009024391,34:21.4,0.88692,3.468020992,-49.0625,0.11008,-45.53125,2.175575627,,24.18750191,0.29059068
Esr2-IRES2-Cre;Ai14-494673.04.02.03,2.959742226,,,,,10/29/2019,Mouse,P8S4_191029_353_A01,lindsayn,Cortical,VISp,L5,973791108,Fail,2392,0.345716625,0367 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,auto_passed,FALSE,FALSE,22.34116045,101.5111111,3.051236147,-39.27083206,30.87812424,3.276957878,0.25401026,2.976413333,-51.44374847,-66.99692472,,-40.32500076,222.483968,0.62006,-40.95208359,0.67106,-39.45624924,,2.88748,0.50316,,0.071370536,0.67058,172.56248,0.66738,-39.22812653,2.88686,-86.5,54,700,2.99463,31.63958168,-47.015625,0.50607,2.89008,15.8788,,59.75,,0.5037,-69.00624847,0.165013838,24:55.7,0.66798,2.095873408,-47.90832901,0.0393,-40.0625,3.37357128,,37.20000076,0.095552787
Slc17a6-IRES-Cre;Ai14-651167.10.09.01,32.86966554,,,,,11/16/2022,Mouse,PJS4_221116_801_A01,sarav,Subcortical,TH,MD,1226504909,Pass,8350,0.625776943,2635 CM-IAD-CL-PCN Sema5b Glut_1,CM-IAD-CL-PCN Sema5b Glut_1,CM-IAD-CL-PCN Sema5b,auto_passed,FALSE,FALSE,19.86393079,3.74,2.136024478,-21.65625,40.11458206,1.945894311,0.047307272,6.978104,-38.28125,-66.3403883,,-43.03125381,224.173776,0.524,-41.88124847,0.65998,-32.28125,,6.976544,0.522673333,,0.051339836,0.65998,168.0398285,0.65856,-31.22916603,6.975892,-84.84375763,26,469.9999695,7.18249,38,-41.59375,0.523973333,6.978028,11.509045,,161.9750061,,0.52312,-41.61458969,0.013053312,53:22.4,0.65908,3.313651968,-41.96250153,0.03144,-43.03125381,2.222252381,,40.00000381,0.219489669
Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-445149.04.02.01,18.97617864,,,,,2/25/2019,Mouse,P8S4_190225_353_A01,lindsayn,Cortical,VISp,L2-3,828817066,Pass,9220,0.789398927,0740 Pvalb Gaba_3,Pvalb Gaba_3,Pvalb,manual_passed,FALSE,FALSE,7.851677395,22.17454545,1.395038911,-24.26718521,38.34375,1.231722427,0.048935648,10.990965,,-66.17223422,,-55.74374771,177.860784,1.5048,-53.01718521,0.6145,-26.73749924,,10.99016,0.50314,,0.084291611,0.61444,113.8125211,0.61332,-38.26874924,10.989815,-79.5,240,450,,32.55781174,-56.96249771,0.50418,10.990915,14.992172,,262.3125,,0.50344,-65.92499542,1.189361702,09:10.8,0.61366,4.405714432,-53.0703125,0.00888,-55.70000076,1.249042295,,30.63749886,0.006343296
Slc17a8-iCre;Ai14-529373.08.09.01,1.995145727,,,,,6/15/2020,Mouse,PES4_200615_656_A01,katherineb,Cortical,RSPv,L5,1030137892,Pass,7692,0.677061581,0461 L5 NP CTX Glut_1,L5 NP CTX Glut_1,L5 NP CTX,auto_passed,FALSE,FALSE,,,,,,,,,,,,,239.786752,,,,,,,,,0.053922841,,,,,,,,,,,,,,12.929983,,,,,,,,,2.873210112,,,,,,,
Sst-IRES-Cre;Ai14-579951.06.03.02,4.620926139,,,,,6/2/2021,Mouse,PJS4_210602_805_A01,sarav,Subcortical,STRv,ACB,1107012659,Pass,5045,0.658644497,0963 STR D1 Gaba_8,STR D1 Gaba_8,STR D1,auto_passed,FALSE,FALSE,5.098980208,69.86416667,4.732474601,-38.23958206,46.90625,4.931668739,0.054183561,5.251621667,-47.44791794,-78.31814367,,-47.87500381,157.287904,0.92146,-42.80208206,1.290875,-38.84375,,5.208793333,0.502785,,0.079986462,1.232225,85.15624702,1.22919,-39.71875,5.208318333,-87.40625763,119.9999924,1009.999939,5.251621667,49.03125,-51.96875381,0.507255,5.211541667,12.580903,,117.7916641,,0.503165,-79.06250763,0.270689633,19:14.5,1.229665,3.311183104,-47.44791794,0.131115,-42.59375,4.819964517,,48.84375381,0.012293351
Sst-IRES-Cre;Ai14-510711.06.06.02,5.776560577,,,,,2/21/2020,Mouse,PES4_200221_652_A01,katherineb,Cortical,ORB,L2-3,1009311737,Pass,4280,0.34894738,0599 OB-STR-CTX Inh IMN_1,OB-STR-CTX Inh IMN_1,OB-STR-CTX Inh,auto_passed,FALSE,FALSE,12.47872088,69.896,1.767895362,-27.89791679,23.25312424,1.426679743,0.08299356,10.85445333,-50.17187309,-72.0747545,,-54.29999924,141.629808,1.15018,-51.1166687,0.70356,-35.49374771,,10.85305333,0.50288,,0.059715876,0.7034,115.1339114,0.7019,-43.52812195,10.85262,-85.25624847,130,820,10.61298,19.13124847,-59.64687347,0.50451,10.85430667,8.457548,,258.9166565,,0.50322,-72.55312347,0.12,45:51.8,0.7023,1.850679936,-51.22500229,0.06342,-54.08124924,1.633899389,,23.69999886,0.099289712
Sst-IRES-Cre;Ai14-554001.09.09.02,4.950704865,,,,,11/18/2020,Mouse,PES4_201118_651_A01,katherineb,Cortical,RSPv,L5,1064431629,Pass,7519,0.651266671,0794 Sst Gaba_7,Sst Gaba_7,Sst,auto_passed,FALSE,FALSE,13.98643601,28.05205882,1.585523652,-27.01250267,19.43750191,1.238591275,0.227250814,7.630274,,-65.91527863,,-53.09375381,231.530816,0.650605,-51.69375229,0.57408,-30.96875191,,7.629115,0.503165,,0.08032783,0.57408,192.8125322,0.572695,-40.53125,7.628714,-86.87500763,119.9999924,450,,14.18750191,-59.28125381,0.504515,7.630215,18.598368,,178.3000031,,0.503485,-67.37500763,0.476635451,30:14.8,0.573065,2.142357888,-51.81874847,0.023445,-53.09375381,1.443768448,,18.34375,0.018631947
Gad2-IRES-Cre;Ai14-471959.04.02.02,3.45995827,,,,,7/1/2019,Mouse,P8S4_190701_352_A01,lindsayn,Cortical,VISp,L2-3,898529637,Pass,8321,0.773067372,0371 L5 ET CTX Glut_4,L5 ET CTX Glut_4,L5 ET CTX,manual_passed,TRUE,TRUE,24.83200594,70.43384615,2.744286392,-35.46562195,32.41874695,3.11423036,0.226949841,1.72941,-54.00937557,-65.00504913,,-56.07500458,,0.61797,-43.40781403,0.73304,-37.09999847,-56.07500458,1.674525,0.50304,0.73304,,0.67208,237.1562123,0.66894,-38.45937347,1.673975,-94.06874847,29.99999809,450,1.72941,37.70000076,-48.58125305,0.50561,1.677045,,,29.40625,,0.50352,-66.578125,0.249999993,21:35.2,0.6695,,-54.00937653,0.03852,-43.86250305,3.469527145,,38.31874847,0.028720605
