cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-date_patch,jem-id_species,jem-id_patched_cell_container,jem-id_rig_user,jem-roi_super,jem-roi_major,jem-roi_minor,cell_id,rna_amplification_pass_fail,Genes.Detected.CPM,avg.cor,ttype,supertype,subclass,ephys_qc,failed_bad_rs,failed_electrode_0,tau,avg_isi,upstroke_downstroke_ratio_short_square,threshold_v_ramp,peak_v_short_square,upstroke_downstroke_ratio_ramp,sag,trough_t_ramp,slow_trough_v_ramp,vrest,has_pause,trough_v_long_square,input_resistance_mohm,trough_t_short_square,fast_trough_v_ramp,trough_t_long_square,threshold_v_long_square,slow_trough_v_long_square,peak_t_ramp,threshold_t_short_square,slow_trough_t_long_square,input_access_resistance_ratio,fast_trough_t_long_square,ri,threshold_t_long_square,threshold_v_short_square,threshold_t_ramp,vm_for_sag,threshold_i_long_square,threshold_i_short_square,slow_trough_t_ramp,peak_v_ramp,fast_trough_v_short_square,fast_trough_t_short_square,fast_trough_t_ramp,initial_access_resistance_mohm,slow_trough_t_short_square,threshold_i_ramp,slow_trough_v_short_square,peak_t_short_square,trough_v_short_square,f_i_curve_slope,created_at,peak_t_long_square,seal_gohm,trough_v_ramp,latency,fast_trough_v_long_square,upstroke_downstroke_ratio_long_square,,peak_v_long_square,adaptation
Rbp4-Cre_KL100;Ai14-658999.10.09.02,11.263957,,,,,1/11/2023,Mouse,P4S4_230111_156_A01,kamiliamn,Subcortical,HY,STN,1239046050,Pass,8695,0.708024153,2454 STN-PSTN Pitx2 Glut_5,STN-PSTN Pitx2 Glut_5,STN-PSTN Pitx2,auto_passed,FALSE,FALSE,13.19015032,36.32692308,1.240266073,-34.72916794,30.625,1.196060427,0.482051045,2.501993333,,-60.88876775,,-61.78125381,366.971872,0.50578,-61.78125381,0.67656,-35.68750381,,2.500693333,0.50304,,0.039191483,0.67652,187.3438954,0.6755,-39.37500381,2.500353333,-82.9375,21.99999809,330,,30.125,-62.43750381,0.50406,2.501373333,14.382172,,50.08333206,,0.50336,-63.53125,0.566577464,51:17.2,0.67584,5.886760448,-62.05208206,0.02184,-61.62500381,1.213292676,,30.46875,0.012641788
Ctgf-T2A-dgCre;Ai14-509689.04.02.01,2.581076344,,,,,2/10/2020,Mouse,PES4_200210_652_A01,katherineb,Cortical,VISp,L6b,1006163964,Pass,7982,0.689687856,0432 L6b CTX Glut_3,L6b CTX Glut_3,L6b CTX,auto_passed,FALSE,FALSE,32.89222944,75.52166667,4.42086829,-41.81458664,37.41875076,4.623387228,0.09122543,0.86816,-59.70208486,-59.3891931,,-60.53125,521.572224,0.55433,-53.18125534,1.39,-41.95624924,,0.832346667,0.50308,,0.026902389,1.34656,342.0955539,1.34088,-44.20625305,0.831806667,-98.4375,4,160,0.86816,35.28958511,-55.0843811,0.50795,0.837246667,14.031539,,8.333333015,,0.50357,-62.66249847,0.305720654,19:41.5,1.34142,2.303380736,-59.7020874,0.02106,-52.52499771,4.679863958,,34.54375458,0.027534391
Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-533972.04.02.02,5.34877082,,,,,7/14/2020,Mouse,PES4_200714_654_A01,katherineb,Cortical,VISp,L6a,1036274046,Pass,7610,0.718547712,0820 Sst Gaba_16,Sst Gaba_16,Sst,auto_passed,FALSE,FALSE,,,,,,,,,,,,,194.135888,,,,,,,,,0.062468594,,,,,,,,,,,,,,12.127396,,,,,,,,,3.667000576,,,,,,,
Htr3a-Cre_NO152;Ai14-599393.10.02.02,6.514857576,,,,,10/21/2021,Mouse,PJS4_211021_804_A01,sarav,Subcortical,TH,MD,1135594653,Pass,5298,0.333761842,0599 OB-STR-CTX Inh IMN_1,OB-STR-CTX Inh IMN_1,OB-STR-CTX Inh,auto_passed,FALSE,FALSE,21.02337393,5.42,2.990401717,-34.66666794,37.13541794,2.917263802,0.10629528,1.199633333,,-70.44576111,,-47.50000381,401.122016,0.5249,-49.3125,0.61318,-37.34375,,1.198353333,0.523273333,,0.032697455,0.61318,170.6473976,0.61136,-35.41666794,1.197886667,-88.00000763,20,370,,36.94791794,-47.65625,0.524876667,1.199586667,13.115669,,17.5,,0.52371,-47.69791794,0.199501247,12:09.9,0.61202,2.744189696,-49.39583206,0.11136,-47.50000381,3.073323048,,37.75000381,0.12629216
Pvalb-IRES-Cre;Ai14-553660.05.06.02,3.058899769,,,,,11/17/2020,Mouse,PES4_201117_656_A01,katherineb,Subcortical,PAL,GPi,1064228044,Pass,7105,0.674554458,0918 GPe-SI Sox6 Cyp26b1 Gaba_1,GPe-SI Sox6 Cyp26b1 Gaba_1,GPe-SI Sox6 Cyp26b1,auto_passed,FALSE,FALSE,26.33692935,31.07967742,1.507106646,-30.08333588,0.46484375,2.09175616,0.145235345,2.21474,-44.51041794,-64.71006047,,-51.56250381,525.189216,0.862494375,-42.38541794,1.253195,-34.34375381,,2.195236667,0.501555625,,0.01901679,1.236135,337.4921381,1.23365,-46.24609375,2.194871667,-101.3750076,26,450,2.21474,18.13541603,-42.33928735,0.504907143,2.196666667,9.987413,,42.45833206,,0.503238125,-51.07421875,0.578357186,29:48.9,1.23403,2.42494592,-44.51041794,0.0308,-45.50000381,2.225831068,,4.21875,0.005071276
Nos1-CreERT2;Sst-IRES-FlpO;Ai65-510005.09.02.01,9.294864142,,,,,2/7/2020,Mouse,PFS4_200207_705_A01,jessicat,Cortical,RSPv,L6a,1005693789,Pass,8280,0.779098182,0859 Sst Chodl Gaba_4,Sst Chodl Gaba_4,Sst Chodl,manual_passed,TRUE,TRUE,,,2.478952036,-30.05937386,31.78749847,1.276495325,,12.47484,,,,,,0.86678,-53.98593903,,,,12.473185,0.5028475,,,,,,-50.11836243,12.47244,,,560,,17.484375,-66.80351257,0.504585,12.47475,,,299.375,,0.50325375,-70.01757813,,36:23.8,,,-54.04999924,,,,,,
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-451768.04.02.02,7.379532927,,,,,3/28/2019,Mouse,P8S4_190328_354_A01,lindsayn,Cortical,VISp,L5,842841532,Pass,8193,0.715155213,0784 Sst Gaba_5,Sst Gaba_5,Sst,manual_passed,FALSE,FALSE,19.69504761,33.71785714,1.760975667,-20.92083168,26.44375038,1.44335267,0.091059148,2.64222,,-62.29034975,,-52.41875076,295.338688,0.79166,-50.06875229,0.65384,-27.23749924,,2.64,0.50318,,0.039515642,0.65358,263.7811899,0.65154,-32.03125,2.63948,-94.63124847,40,420,,23.51041603,-54.21249771,0.5052,2.64188,11.670498,,53.54166794,,0.5036,-62.6875,0.475,08:43.2,0.65202,2.217008384,-50.26458359,0.02674,-52.20000076,1.701591202,,29.53125,0.007760902
Rbp4-Cre_KL100;Ai14-451124.04.02.02,3.13157315,,,,,3/26/2019,Mouse,P8S4_190326_354_A01,lindsayn,Cortical,VISp,L5,841866603,Pass,9401,0.808217704,0369 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,3.276013963,-37.39166641,36.79375458,3.584396584,,2.043886667,,,,,,0.675,-39.19583384,,,,2.04114,0.50314,,,,,,-39.30000305,2.040593333,,,640,,38.46666718,-45.46250153,0.50562,2.043253333,,,38.58333206,,0.5036,-65.13749695,,56:09.3,,,-39.63958359,,,,,,
Pvalb-IRES-Cre;Ai14-510677.08.02.01,22.86724919,,,,,2/13/2020,Mouse,P8S4_200213_357_A01,lindsayn,Cortical,RSPv,L2-3,1007041348,Pass,9021,0.765224023,0740 Pvalb Gaba_3,Pvalb Gaba_3,Pvalb,manual_passed,TRUE,TRUE,,,1.465491021,-44.5,26.63125038,1.415451918,,7.60308,,,,,,1.0211,-58.84583664,,,,7.602386667,0.50318,,,,,,-49.06042099,7.602066667,,,499.9999695,,27.61874962,-60.01250076,0.504206667,7.60304,,,177.5833282,,0.50348,-73.98332977,,36:56.6,,,-58.92083359,,,,,,
Rbp4-Cre_KL100;Ai14-485106.05.02.01,6.238850493,,,,,9/6/2019,Mouse,P8S4_190906_353_A01,lindsayn,Cortical,VISp,L5,940759275,Pass,7838,0.74967086,0073 L4/5 IT CTX Glut_1,L4/5 IT CTX Glut_1,L4/5 IT CTX,manual_passed,TRUE,TRUE,,,4.435919858,-35.14374924,48.01874924,4.722819326,,3.170126667,-55.4916687,,,,,0.735,-45.93333435,,,,3.120506667,0.5032,,,,,,-43.50000381,3.120033333,,,969.999939,3.170126667,45.34583664,-50.01874924,0.50638,3.125333333,,,65.54166412,,0.50362,-74.19999695,,44:46.1,,,-55.4916687,,,,,,
Pvalb-IRES-Cre;Ai14-650958.11.03.02,36.147767,,,,,11/9/2022,Mouse,PVS4_221109_251_A01,marshallv,Cortical,SSp,L6a,1224987062,Pass,8440,0.676152161,0743 Pvalb Gaba_4,Pvalb Gaba_4,Pvalb,auto_passed,FALSE,FALSE,11.65719351,13.03066667,1.359085484,,26.21875191,,0.081469499,,,-64.47823034,,-50.78125381,136.113968,1.00106,,0.55076,-25.4375,,,0.5032,,0.0894213,0.55074,102.4999171,0.54972,-38.71875381,,-75.625,300,660,,,-53.71875381,0.5041,,12.171488,,,,0.50346,-65.00000763,0.318805488,41:41.4,0.55004,2.163740416,,0.02754,-50.71875,1.176878549,,18.78125,0.022051496
Nkx2-1-CreERT2;Ai14-465341.02.02.01,5.923767023,,,,,5/20/2019,Mouse,P8S4_190520_355_A01,lindsayn,Cortical,VISp,L2-3,872248529,Pass,8883,0.670654946,0752 Pvalb Gaba_6,Pvalb Gaba_6,Pvalb,manual_passed,FALSE,FALSE,14.27771995,39.66952381,1.814626943,-27.11250114,25.38749886,1.098278862,0.040220283,6.168333333,-48.16249975,-75.09939793,,-53.09999847,280.929792,0.89704,-46.65000025,0.64654,-34.0625,-53.09999847,6.15974,0.50312,0.64654,0.054982705,0.63804,193.9686984,0.63618,-39.23125076,6.1591,-97.78125,90,550,6.168333333,9.170833588,-59.46249771,0.50508,6.16154,15.44628,,141.5416718,,0.50352,-75.38124847,0.502631579,39:39.6,0.63666,2.862898944,-48.16250229,0.0563,-51.35625076,1.707839168,,21.48124886,0.012182745
Gad2-IRES-Cre;Ai14-481679.04.02.01,3.728247615,,,,,8/19/2019,Mouse,P8S4_190819_352_A01,lindsayn,Cortical,VISp,L5,926761275,Pass,9693,0.797057693,0369 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,16.98897228,96.96666667,3.389229957,-44.79166794,44.04375458,3.389431688,0.168762356,5.230873333,-54.86042023,-75.06279297,,-50,,0.59068,-49.2645874,1.48712,-43.73749924,,5.129533333,0.50308,,,1.48674,112.812303,1.48424,-48.02500153,5.129046667,-87.7562561,119.9999924,979.999939,5.230873333,45.07500076,-53.45624924,0.50536,5.131546667,,,115.8333359,,0.5035,-76.39374542,0.184999981,40:03.0,1.4847,,-54.86042404,0.05106,-49.76875305,3.605927572,,48.87500381,0.078151118
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-511205.07.09.01,9.317874258,,,,,2/20/2020,Mouse,P8S4_200220_353_A01,lindsayn,Cortical,RSPd,L2-3,1008985509,Pass,7432,0.780866146,0758 Sst Gaba_1,Sst Gaba_1,Sst,auto_passed,FALSE,FALSE,26.11369176,53.62,1.518039427,-23.21875,34.94374847,0.905318823,0.197487518,5.78062,,-63.23477737,,-58.75,462.195456,1.2012,-51.00624847,0.6047,-38.03125,,5.77886,0.50306,,0.023672922,0.60462,334.7356021,0.603,-45.31874847,5.77814,-101.3375015,32,290,,13.35624981,-60.13750076,0.50466,5.78052,10.941517,,132,,0.50352,-63.23125076,0.052331113,02:34.0,0.60348,3.365387008,-51.0625,0.02586,-58.70000076,1.466330884,,34.48749924,
Sst-IRES-Cre;Th-P2A-FlpO;Ai65-553113.03.02.02,126.4883918,,,,,11/9/2020,Mouse,PES4_201109_656_A01,katherineb,Cortical,VISp,L6a,1062348755,Pass,6602,0.583180399,0747 Pvalb Gaba_4,Pvalb Gaba_4,Pvalb,auto_passed,FALSE,FALSE,8.371897653,21.32,1.667851946,-26.36458397,10.91666794,1.233148756,0.016860001,12.83749333,,-72.16046753,,-57.31250381,146.550224,0.791866667,-53.01041794,0.532875,-33.34375,,12.83547,0.503155,,0.07834508,0.532765,110.6250733,0.53117,-43.03125,12.83500833,-84.6875,220,540,,6.208333492,-62.71875,0.505488333,12.83712,11.481489,,308.4583435,,0.503495,-72.05208588,0.049999996,30:24.9,0.53154,2.666867456,-53.26041794,0.013705,-57.1875,1.496110673,,12.5,0.150797373
Sst-IRES-Cre;Ai14-508746.10.06.02,29.74672497,,,,,2/3/2020,Mouse,P8S4_200203_352_A01,lindsayn,Cortical,ORB,L5,1004798777,Pass,7744,0.67266766,0757 Sst Gaba_1,Sst Gaba_1,Sst,manual_passed,TRUE,TRUE,,,1.629917353,-55.99583817,39.55147171,1.591933425,,1.89734,-61.63125229,,,,,0.728556471,-59.85209274,,,,1.866933333,0.570217647,,,,,,-56.11103058,1.866486667,,,360,1.15332,39.10000229,-59.1937561,0.571650588,1.86792,,0.489925,34.25,-65.07031298,0.570645882,-64.9977951,,29:59.5,,,-60.61875534,,,,,,
Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-533973.05.02.01,3.936198718,,,,,7/15/2020,Mouse,PES4_200715_654_A01,katherineb,Cortical,VISp,L5,1036475400,Pass,8425,0.699305551,0756 Sst Gaba_1,Sst Gaba_1,Sst,auto_passed,FALSE,FALSE,,,,,,,,,,,,,180.520704,,,,,,,,,0.049419672,,,,,,,,,,,,,,8.921274,,,,,,,,,3.152267264,,,,,,,
Sncg-IRES2-FlpO-neo;Ai65F-499189.06.01.01,11.34708704,,,,,12/4/2019,Mouse,PES4_191204_653_A01,katherineb,Cortical,VISp,L2-3,992252579,Pass,9056,0.738293331,0676 Sncg Gaba_3,Sncg Gaba_3,Sncg,manual_passed,TRUE,TRUE,,,2.875773293,-42.38125229,28.30000114,3.346138036,,4.492246667,-49.67708333,,,,,0.94262,-48.39375305,,,,4.461973333,0.5045,,,,,,-51.92500305,4.461533333,,,489.9999695,4.492246667,32.46875,-48.88750076,0.50626,4.46362,,,99.08333588,,0.50492,-74.34999847,,43:43.8,,,-49.67708206,,,,,,
Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508094-Ai65.09.09.02,11.83160996,,,,,2/3/2020,Mouse,PFS4_200203_703_A01,jessicat,Cortical,RSPv,L2-3,1004848820,Pass,9446,0.710894463,0342 L2/3 IT RSP Glut_1,L2/3 IT RSP Glut_1,L2/3 IT RSP,manual_passed,TRUE,TRUE,,,2.485305353,-38.12083817,31.35000229,2.486771719,,5.067086667,-49.9291687,,,,,0.80975,-46.68125534,,,,4.973913333,0.50316,,,,,,-40.61250305,4.973446667,,,680,5.067086667,33.72083664,-50.60312653,0.50509,4.975473333,,,111.875,,0.50356,-74.07813263,,29:28.6,,,-49.9291687,,,,,,
Pvalb-IRES-Cre;Ai14-470303.03.02.02,13.07969539,,,,,6/21/2019,Mouse,P8S4_190621_352_A01,lindsayn,Cortical,VISp,L5,892445034,Pass,9548,0.72595508,0744 Pvalb Gaba_4,Pvalb Gaba_4,Pvalb,manual_passed,FALSE,FALSE,6.00304912,9.128780488,1.350821607,-25.58541679,25.28125,1.126316174,0.022381952,13.39018,,-70.37510071,,-58.84999847,160.624208,1.2407,-55.1166687,0.50896,-38.23125076,,13.38926667,0.50304,,0.079434695,0.50892,107.3749959,0.50796,-41.65625,13.38892,-81.97499847,290,460,,20.04791641,-59.96875,0.50412,13.39009333,12.759135,,322.2916565,,0.50334,-69.69999695,0.698130841,30:06.6,0.50824,2.476638976,-55.20833206,0.0053,-58.77499771,1.317867775,,25.69999886,0.009171344
Pvalb-IRES-Cre;Ai14-510675.04.06.02,11.23463935,,,,,2/13/2020,Mouse,PES4_200213_655_A01,katherineb,Cortical,ORB,L2-3,1006978040,Pass,8433,0.713445607,0742 Pvalb Gaba_3,Pvalb Gaba_3,Pvalb,manual_passed,TRUE,TRUE,,,1.579777438,-32.68624878,23.56875038,1.399483607,,9.353048,,,,,,0.72866,-60.0625,,,,9.351816,0.50304,,,,,,-44.10625076,9.351412,,,550,,17.33124924,-64.82499695,0.50448,9.35294,,,221.3249969,,0.50338,-77.20000458,,36:43.1,,,-60.16000366,,,,,,
Gad2-IRES-Cre;Ai14-663818.14.10.01,12.68407286,,,,,2/21/2023,Mouse,,balreetp,Subcortical,TH,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sst-IRES-Cre;Ai14-508748.06.06.03,5.863946715,,,,,2/4/2020,Mouse,P1S4_200204_003_A01,kristenh,Cortical,ORB,L2-3,1004982160,Pass,8318,0.721420351,0806 Sst Gaba_11,Sst Gaba_11,Sst,manual_passed,TRUE,TRUE,,,1.919112881,0.290000111,33.80000305,1.774369516,,12.969288,,,,,,0.62818,-19.59125137,,,,12.967112,0.5033,,,,,,-19.65625,12.966648,,,1030,,47.26000214,-40.18124771,0.50614,12.968904,,,311.7250061,,0.50368,-62.60000229,,29:26.3,,,-19.78249931,,,,,,
Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-511582.10.09.02,1.79016937,,,,,2/27/2020,Mouse,PAS4_200227_455_A01,ramr,Cortical,RSPd,L5,1010750956,Pass,6066,0.727466691,0442 L6 CT CTX Glut_2,L6 CT CTX Glut_2,L6 CT CTX,auto_passed,FALSE,FALSE,13.76711023,90.76,3.313068197,-49.07708359,25.54999924,3.264701628,0.116070814,3.56996,-65.78749847,-82.69894257,,-63.59375,198.24232,1.32039,-57.42499924,0.63892,-47.70624924,-63.59375,3.538653333,0.50301,0.63892,0.079716097,0.60496,181.6562712,0.6021,-54.04843521,3.538153333,-99.88749695,90,560,3.56996,29.93124962,-62.29843903,0.50688,3.541066667,15.803104,,76.04166412,,0.503445,-82.83437347,0.195,01:23.3,0.6026,5.646023168,-65.78749847,0.03212,-55.125,3.324600874,,31.14374924,0.016940832
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-511204.03.09.02,6.608526819,,,,,2/18/2020,Mouse,PES4_200218_655_A01,katherineb,Cortical,RSPv,L2-3,1008231907,Pass,7564,0.561693615,0817 Sst Gaba_15,Sst Gaba_15,Sst,auto_passed,FALSE,FALSE,35.18657273,46.16380952,2.072610849,-36.86249924,29.91250038,1.90580573,0.042885248,1.909866667,-54.89791616,-61.79119682,,-56.29375076,272.25264,1.14148,-55.48125076,0.71492,-38.34999847,,1.908286667,0.50306,,0.051687782,0.71476,320.2455938,0.713,-42.55624771,1.90782,-91.40625,30,270,1.924886667,25.01458168,-60.01250076,0.5048,1.909733333,14.072135,,35.29166794,,0.50346,-62.70000076,0.415929204,45:11.2,0.71344,2.0231008,-55.62291336,0.0192,-56.17499924,1.930848234,,30.88125038,0.018908205
Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-544370.03.02.01,4.804886456,,,,,9/17/2020,Mouse,P8S4_200917_352_A01,lindsayn,Cortical,VISp,L5,1051206286,Pass,6109,0.60705285,0780 Sst Gaba_4,Sst Gaba_4,Sst,auto_passed,FALSE,FALSE,36.82316471,10.6,2.258357807,-21.76041603,13.5625,2.305275944,0.032435838,3.54294,-32.18750381,-63.32834901,,-46.53125381,385.84464,1.319925,-32.125,0.723345,-33.34375,,3.53376,0.520395,,0.029869812,0.723225,321.8750656,0.72155,-26.4375,3.533293333,-101.5000076,20,640,3.547575,18.51041603,-36.21875,0.522825,3.536141667,11.525107,,75.91666412,,0.520825,-63.84375,0.082671233,19:31.7,0.72195,1.656934016,-32.60416794,0.1753,-46.40625,2.231209346,,34.56250381,
Pvalb-IRES-Cre;Ai14-665565.02.01.02,13.20767507,,,,,3/9/2023,Mouse,PXS4_230309_252_A01,marshallv,Cortical,VISp,L2-3,1252789661,Pass,7474,0.709694682,0742 Pvalb Gaba_3,Pvalb Gaba_3,Pvalb,auto_passed,FALSE,FALSE,8.146173172,25.66540541,1.408740684,-24.5625,33.84375381,1.305987576,0.019216968,12.77713,,-68.61806312,,-51.00000381,146.476448,1.35106,-48.7265625,0.5959,-28.68750191,,12.776165,0.5032,,0.12916781,0.5958,94.0624997,0.5947,-36.71875381,12.775825,-79.50000763,249.9999847,770,,29.1875,-53.15625381,0.50426,12.777005,18.920042,,306.96875,,0.5035,-68.875,0.59322197,37:10.3,0.59502,2.81827968,-48.890625,0.0348,-50.90625381,1.386656179,,29.71875191,0.003753655
Sst-IRES-Cre;Th-P2A-FlpO;Ai65-546083.04.02.01,48.67470952,,,,,9/24/2020,Mouse,P8S4_200924_353_A01,lindsayn,Cortical,VISp,L5,1052553599,Fail,6475,0.616113652,0755 Pvalb Gaba_9,Pvalb Gaba_9,Pvalb,auto_failed,FALSE,TRUE,,,,,,,,,,,,,474.27152,,,,,,,,,0.025925902,,,,,,,,,,,,,,12.295917,,,,,,,,,1.375332992,,,,,,,
Vip-IRES-Cre;Ai14-645547.09.09.01,15.17575245,,,,,10/4/2022,Mouse,PXS4_221004_852_A01,balreetp,Subcortical,HY,STN,1215621407,Pass,10358,0.750921617,1742 ZI Pax6 Gaba_4,ZI Pax6 Gaba_4,ZI Pax6,consult,FALSE,FALSE,20.80468821,49.50315789,1.425394864,-33.78125,19.8125,1.277885579,0.086762123,1.746606667,-55.62500127,-67.12024809,,-57.00000381,581.383104,1.38782,-56.52083969,0.7872,-33.78125381,,1.745353333,0.50324,,0.030479905,0.75714,219.6876109,0.75542,-40.40625381,1.744886667,-100.28125,21.99999809,400,1.766093333,19.59375,-57.00000381,0.5048,1.746513333,17.720502,,31.16666603,,0.50368,-67.15625763,0.353051107,02:20.5,0.7559,5.102012416,-56.63541794,0.0238,-55.37500381,1.370314366,,17.34375,0.022597284
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470551.04.02.02,4.12103511,,,,,6/18/2019,Mouse,P8S4_190618_354_A01,lindsayn,Cortical,VISp,L2-3,889489071,Pass,8942,0.690669129,0803 Sst Gaba_10,Sst Gaba_10,Sst,manual_passed,TRUE,TRUE,22.28968577,44.36,1.803086333,-32.88750076,21.31250191,1.756438017,0.112445585,4.04508,-51.47812653,-68.14450607,,-55.11875153,,0.72562,-53.42708206,0.59446,-37.3125,,4.043713333,0.50304,,,0.5943,210.3435844,0.59274,-36.70000458,4.0433,-92.26249695,80,440,3.69863,23.92291832,-58.03750229,0.50478,4.044966667,,,88.66666412,,0.5034,-68.48125458,0.285000015,33:59.6,0.59314,,-53.52500534,0.02598,-55.01250076,1.877481964,,26.66250229,0.040409123
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-454284.04.01.01,10.22591594,,,,,4/2/2019,Mouse,P8S4_190402_356_A01,lindsayn,Cortical,VISp,L4,844963434,Pass,9381,0.729619585,0758 Sst Gaba_1,Sst Gaba_1,Sst,manual_passed,FALSE,FALSE,29.44453425,64.72,2.05558075,-25.17500114,29.19218636,1.587147225,0.119739026,7.137606667,,-75.1188942,,-53.04999924,258.85976,0.907465,-49.25,0.64286,-35.03125,,7.135566667,0.50318,,0.045614112,0.6427,207.7812254,0.64084,-41.09609222,7.135046667,-98.67499542,70,740,,21.82916832,-57.21796799,0.50505,7.137373333,11.807658,,165.9583282,,0.5035875,-75.72343445,0.125,04:07.4,0.64126,3.103897088,-49.35416794,0.04892,-53,2.119256429,,30.50625038,0.089473068
Dbh-Cre_KH212;RCL-Sun1sfGFP-neo-650884.09.06.04,7.509779253,,,,,11/15/2022,Mouse,P4S4_221115_154_A01,kamiliamn,Brainstem,HB,LC,1226298605,Pass,10656,0.668026566,4868 PGRN-PARN-MDRN Hoxb5 Glut_7,PGRN-PARN-MDRN Hoxb5 Glut_7,PGRN-PARN-MDRN Hoxb5,auto_passed,FALSE,FALSE,37.31999341,60.96266667,1.514582961,-32.6875,25.50000191,1.477888454,0.194212615,2.553546667,-63.04166921,-71.31965845,,-65.59375763,916.078272,0.54558,-64.86459351,0.7851,-33.09375,-65.59375763,2.552406667,0.5032,0.7851,0.007090128,0.75412,644.354701,0.7527,-37.3125,2.551986667,-98.21875763,16,540,2.568346667,29.55208588,-66.875,0.5047,2.553426667,6.4951125,,51.375,,0.50358,-73.53125763,0.226807055,34:33.0,0.75314,2.807689984,-65.03125,0.03342,-63,1.580177573,,31.68750191,0.011457697
C57BL6J-665266.11.06.03,5.917520929,,,,,3/15/2023,Mouse,P4S4_230315_152_A01,kamiliamn,Brainstem,HB,LC,1254168562,Pass,8877,0.740876796,4710 LDT-DTN Gata3 Nfix Gaba_1,LDT-DTN Gata3 Nfix Gaba_1,LDT-DTN Gata3 Nfix,auto_passed,FALSE,FALSE,22.54368441,66.95142857,2.015404567,-37.16666794,32.70624924,1.975121082,0.136192381,1.39586,-61.64583715,-64.79469242,,-60.68750381,849.073088,0.541212,-55.65625381,0.66596,-37,-60.68750381,1.368886667,0.506264,0.66596,0.021120839,0.63422,278.6658704,0.63254,-40.29375076,1.368486667,-101.0937576,20,260,1.39586,33.33333206,-55.93125153,0.507892,1.370173333,17.933136,,21.75,,0.50664,-67.63749695,0.450778375,33:10.0,0.63296,2.296753408,-61.64583969,0.02144,-53.81250381,2.024530249,,35.71875,0.00646078
Sst-IRES-Cre;Ai14-508746.06.06.02,2.10225263,,,,,2/3/2020,Mouse,PES4_200203_652_A01,katherineb,Cortical,ORB,L2-3,1004790397,Pass,7443,0.711955732,0780 Sst Gaba_4,Sst Gaba_4,Sst,manual_passed,TRUE,TRUE,,,1.980892208,-41.3041687,10.64375019,2.373776286,,1.745786667,,,,,,1.33748,-52.6479187,,,,1.743193333,0.5031,,,,,,-36.00624847,1.742613333,,,400,,13.06458282,-57.08750153,0.50582,1.745446667,,,31.125,,0.50356,-69.29375458,,29:57.7,,,-52.9208374,,,,,,
Esr2-IRES2-Cre;Ai14-494673.04.02.01,5.656401599,,,,,10/29/2019,Mouse,P8S4_191029_351_A01,lindsayn,Cortical,VISp,L5,973772579,Pass,9011,0.819463753,0365 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,3.145911778,-40.22708511,38.60625076,3.188799377,,5.2319,-48.2437528,,,,,0.59966,-44.1083374,,,,5.136066667,0.50312,,,,,,-42.79375458,5.135533333,,,939.999939,5.2319,42.29791641,-48.55624771,0.5055,5.138,,,116,,0.5036,-72.0062561,,00:04.7,,,-48.24375534,,,,,,
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470550.03.02.03,3.149329788,,,,,6/17/2019,Mouse,P8S4_190617_355_A01,lindsayn,Cortical,VISp,L2-3,888352025,Pass,11334,0.665698792,0803 Sst Gaba_10,Sst Gaba_10,Sst,manual_passed,FALSE,FALSE,25.25250267,81.994,1.964504289,-37.50624466,35.65208054,1.903706678,0.056242801,3.306233333,-51.91249847,-61.75320331,,-57.5,153.594928,0.83964,-57.04375076,0.80604,-37.88750076,,3.305206667,0.503173333,,0.075776128,0.806,173.9687324,0.80472,-40.3041687,3.304853333,-81.96250153,60,440,3.31204,36.375,-59.63125229,0.5045,3.306153333,11.638829,,70.16666412,,0.503493333,-62.47083282,0.284482759,53:17.7,0.80508,2.8717632,-57.14374924,0.04444,-57.42499924,1.940832002,,36.04375076,0.063445383
