patched_cell_container,cell_name,cell_id,KCNMA1,KCNN1,KCNN2,KCNN3,KCNN4,KCNU1,KCNJ1,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9,KCNJ10,KCNJ11,KCNJ12,KCNJ13,KCNJ14,KCNJ15,KCNJ16,KCNJ18,KCNT1,KCNT2,KCNK1,KCNK2,KCNK3,KCNK4,KCNK5,KCNK6,KCNK7,KCNK9,KCNK10,KCNK12,KCNK13,KCNK15,KCNK16,KCNK17,KCNK18,KCNA1,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNA10,KCNB1,KCNB2,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNG2,KCNG3,KCNG4,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KCNS1,KCNS2,KCNS3,KCNV1,KCNV2
PXS4_230502_504_A01,H23.51.003.11.51.01.04,1267957449,10.38292752,3.954480437,0,0,0,0,0,0,6.199971932,0,0,4.907184192,0,0,3.954480437,8.506114438,3.954480437,0,0,0,5.882941621,0,0,5.476030326,0,3.954480437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.954480437,0,0,9.070424099,0,3.954480437,0,0,0,0,0,0,0,8.948670336,11.57300385,0,0,0,3.954480437,4.907184192,8.948670336,0,3.954480437,0,7.039220399,0,9.445318129,0,0,4.907184192,0,0
PXS4_230502_851_A01,H23.51.003.11.53.01.01,1267900687,9.719473342,1.770934297,4.505556931,1.770934297,0,6.457117562,0,0,3.042337364,0,0,7.507447182,0,0,0,0,0,0,6.047543232,4.343549364,3.707496611,0,2.542381369,10.58676577,0,4.904628003,0,0,1.770934297,0,0,5.016395431,5.993934103,3.042337364,5.392892065,0,0,0,0,0,6.457117562,0,0,0,0,1.770934297,0,6.534255574,8.474412103,0,8.973989419,5.993934103,5.622197673,0,9.233079146,6.333078688,0,0,0,6.807180402,0,9.295343595,3.95200676,0,0,6.149131709,0,7.652903498,8.513037044,5.392892065,0,10.69781142,0,8.960078083,0,0,5.757035978,0,0
PXS4_230502_852_A01,H23.51.003.11.53.01.02,1267905888,8.387484643,5.710547233,7.438306383,7.881506356,3.059691261,4.737837915,2.22310456,3.059691261,4.737837915,5.49273926,4.273877928,7.277024857,0,3.970474816,4.524428861,0,6.534875092,0,2.22310456,5.236098705,5.236098705,3.585793295,5.370118187,7.056181921,4.923708568,5.899744389,5.80824504,0,5.236098705,3.970474816,0,6.887611355,7.343716177,4.923708568,6.795314001,0,2.22310456,5.899744389,0,0,6.84220065,0,4.923708568,3.585793295,0,0,0,5.985785099,6.84220065,5.49273926,5.710547233,0,5.370118187,5.710547233,7.407460303,7.637526365,0,0,2.22310456,4.737837915,4.524428861,7.968609275,3.585793295,4.923708568,4.524428861,7.989587417,4.923708568,7.37594027,6.066981965,7.527074551,6.696705826,8.090132737,5.49273926,7.881506356,3.059691261,2.22310456,7.438306383,3.585793295,0
PXS4_230502_853_A01,H23.51.003.11.53.01.04,1267918610,7.686897551,0,7.069174267,0,0,7.686897551,0,2.615043676,4.426645161,0,0,9.290993211,0,0,0,0,8.428234405,0,0,6.893697136,4.426645161,0,4.426645161,9.00461865,5.392706886,0,2.615043676,0,5.204959287,0,0,0,0,0,4.735093598,0,0,0,4.989071083,0,2.615043676,0,0,0,0,0,0,7.453667319,4.033797601,2.615043676,6.693882064,0,0,0,0,9.898622013,0,0,0,0,4.426645161,5.842742351,0,0,7.453667319,4.033797601,0,4.033797601,6.620614731,5.204959287,4.033797601,3.492216598,0,7.225603731,0,0,4.033797601,0,0
PXS4_230502_854_A01,H23.51.003.11.53.01.05,1267929632,1.949531806,1.949531806,8.303205742,0,0,0,0,0,0,0,7.915576451,5.548432495,0,0,0,0,0,0,0,0,3.261150893,0,0,9.134550456,1.949531806,5.14363421,7.898370448,0,0,0,0,0,0,0,1.949531806,0,0,5.864181997,0,0,1.949531806,0,0,0,0,0,0,7.307765839,0,5.255968632,7.432537705,0,0,0,1.949531806,1.949531806,0,0,0,0,0,5.999432183,0,6.487634914,0,5.457376755,0,0,2.749530675,4.394887347,0,1.949531806,0,0,8.452134053,0,4.57893467,0,0
PXS4_230502_855_A01,H23.51.003.11.53.01.06,1267937970,7.786927272,3.606305609,7.786927272,7.659776454,6.374660608,6.238894681,2.240705778,0,6.556997297,3.079389108,0,7.078376707,0,0,6.909785472,0,3.991420154,3.991420154,2.240705778,6.909785472,6.556997297,0,6.498741893,7.33297761,0,8.032540347,3.606305609,0,0,0,0,2.240705778,6.864368775,3.606305609,5.921734213,0,0,0,0,0,4.545825901,0,0,0,0,0,0,5.732484963,7.762377842,0,4.29509197,0,4.759367614,0,7.078376707,6.498741893,0,0,2.240705778,7.686118946,0,7.969593209,0,3.606305609,0,9.009064236,3.079389108,8.900758522,6.089012478,6.817475737,3.606305609,5.39194311,0,8.16954289,0,0,2.240705778,0,0
PXS4_230502_856_A01,H23.51.003.11.53.01.07,1267960580,9.634216636,0,4.360967083,2.295639816,0,0,0,0,8.414242798,0,0,0,0,0,0,0,0,0,0,0,2.295639816,0,8.68481967,0,0,2.295639816,5.989944373,0,0,0,0,2.295639816,3.140686012,0,0,0,0,0,0,0,6.506581106,0,0,0,0,0,0,9.61276414,4.056485318,0,8.238634955,0,3.670064232,0,5.177417599,10.03452953,8.777709947,0,0,0,0,8.555865281,2.295639816,0,0,7.224669686,0,0,2.295639816,8.39761323,0,8.038650321,0,10.04524574,0,0,7.618281544,0,0
PXS4_230502_857_A01,H23.51.003.11.53.01.08,1267975282,9.458983392,3.719114792,3.340139226,2.824704049,0,3.719114792,0,0,5.634520474,0,0,2.824704049,3.340139226,0,0,0,0,0,0,5.720273996,2.824704049,0,3.340139226,0,0,4.478739101,0,2.015191862,0,0,0,0,2.824704049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.019906697,4.478739101,0,6.663875853,0,4.478739101,0,6.574595697,7.107535664,7.78167917,0,0,0,0,2.015191862,0,0,0,5.229131049,0,0,0,3.340139226,7.656744188,7.22953816,0,5.341646494,0,0,3.340139226,4.478739101,0
PKS4_230503_225_A01,H23.51.004.11.10.01,1268136673,9.612969554,4.307384472,7.050890919,6.966661289,0,0,0,5.122627654,8.499640196,0,0,9.459631181,0,0,2.250924924,0,0,0,0,3.09081248,3.618196038,0,0,8.438412942,6.5698097,0,4.558223207,5.527275218,0,0,0,4.957869695,4.003558733,0,4.003558733,0,0,0,0,5.640344094,4.771840881,0,0,0,0,0,0,7.699005671,8.844565326,0,7.960882457,0,3.618196038,0,9.719753153,7.871058175,4.957869695,2.250924924,3.09081248,5.270483748,2.250924924,9.906543655,0,6.625809005,7.59061574,0,0,9.404669499,0,0,2.250924924,8.614810773,0,10.75387233,0,0,3.09081248,0,0
PKS4_230503_226_A01,H23.51.004.11.10.02,1268136706,10.00600297,4.004642548,7.700155962,6.626953157,0,2.251838021,0,0,8.530458917,0,0,7.800968889,0,4.559330015,0,0,0,0,0,0,0,0,0,7.443714884,4.772954439,0,6.252813993,5.641476781,0,3.619257796,0,4.95898837,2.251838021,0,0,0,0,0,0,4.004642548,0,0,0,0,0,0,0,7.751442825,8.970004387,3.091832712,6.252813993,3.619257796,0,0,6.512691841,7.474565451,4.559330015,5.405713958,0,0,2.251838021,10.06293861,0,6.021683467,6.831456457,0,0,9.498800115,0,4.308481967,6.102911441,8.696683086,4.559330015,9.655099583,0,4.772954439,0,4.004642548,0
PSS4_230503_751_A01,H23.51.004.11.05.02,1268136311,5.890955627,0,7.459618414,9.526605337,0,0,0,0,3.051827327,0,0,6.208013115,0,0,3.051827327,0,0,0,0,0,4.515879489,0,0,6.687853326,0,0,0,0,0,0,0,0,6.687853326,0,3.051827327,0,0,0,0,0,5.890955627,0,0,0,0,0,0,5.890955627,4.915065022,0,0,0,3.051827327,0,6.878748139,0,3.051827327,0,0,0,0,6.687853326,0,6.878748139,0,6.582014152,0,3.962107767,0,0,0,7.124738677,0,10.59528979,0,0,4.515879489,0,0
PSS4_230503_752_A01,H23.51.004.11.05.03,1268197998,9.661270736,5.16922717,5.249460151,7.508478993,1.612493799,1.612493799,0,3.496845453,8.046569267,0,4.993990944,8.471437492,4.431488894,0,0,0,3.738421638,2.354903163,0,0,3.206517871,0,4.562901437,9.093594137,7.117617801,6.19027867,0,2.354903163,0,0,0,5.084268046,6.698912617,1.612493799,0,0,0,0,0,4.794488292,5.768258079,0,0,0,0,0,0,8.659384789,8.090798028,6.106586653,9.686710243,1.612493799,2.354903163,4.431488894,7.508478993,5.32546521,3.496845453,0,5.712732967,0,0,9.711708929,0,5.873281321,6.19027867,0,0,11.21163586,4.286895578,3.738421638,5.16922717,11.63401344,0,10.66404365,0,0,0,4.126179599,0
PXS4_230503_152_A01,H23.51.004.11.06.01.01,1268154976,9.419927909,4.897209194,8.00334517,6.988652626,0,0,0,3.944828229,7.941308921,0,0,8.1384956,0,0,0,0,0,0,2.201608571,0,3.035595535,0,6.116831907,8.192753754,5.46594288,0,0,2.201608571,0,0,0,3.560685378,5.578907073,0,4.498219981,0,0,0,0,0,0,0,0,0,0,0,0,6.860434221,8.645986376,3.035595535,7.028979018,0,0,2.201608571,9.732304767,2.201608571,0,4.897209194,0,4.897209194,0,9.276557452,0,5.061744849,6.669561752,4.711463824,0,8.828421629,0,5.061744849,7.662458208,8.793733614,4.711463824,10.33289937,0,0,0,0,3.944828229
PHS4_221205_901_A01,H22.29.233.11.91.01,1270645656,7.720688593,3.90650555,8.204159991,0,0,0,3.90650555,3.90650555,0,0,3.90650555,3.90650555,0,0,0,0,0,0,0,0,0,0,3.90650555,0,5.832484701,0,0,0,0,0,0,5.425861798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.400469326,3.90650555,0,0,0,0,0,0,0,0,0,0,0,0,4.857582671,0,0,0,5.425861798,0,6.149340379,0,0,6.628948236,0,0,8.454915844,0,0,0,0,0
PHS4_221219_001_A01,H22.29.232.11.01.01,1270845666,9.637038934,6.840514718,5.853048627,0,0,0,0,0,5.853048627,0,0,0,0,0,0,0,0,0,0,0,5.853048627,0,0,6.840514718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.834206692,5.853048627,0,6.840514718,0,5.853048627,0,9.000615279,0,0,0,0,5.853048627,0,8.831042305,0,0,0,0,0,0,0,0,0,7.421274934,0,10.63613269,0,0,0,0,0
PHS4_230206_201_A01,H23.29.233.21.21.01,1270645968,7.311946391,3.823552491,0,3.823552491,0,0,0,0,4.771681503,0,0,0,3.823552491,0,0,0,0,0,0,0,3.823552491,0,0,4.771681503,0,0,0,0,0,0,0,0,0,0,5.745029452,0,0,0,0,0,0,0,0,0,0,0,0,3.823552491,3.823552491,0,5.745029452,0,0,0,0,6.061567539,0,5.338930789,0,0,0,3.823552491,0,3.823552491,0,0,0,0,0,3.823552491,6.061567539,6.540809598,0,5.338930789,0,0,4.771681503,0,0
PHS4_230320_001_A01,H23.29.235.01.01,1270646180,8.82674773,0,5.218975489,5.218975489,0,0,0,0,7.992740758,0,0,6.998393624,0,0,0,0,0,0,0,4.257199858,4.257199858,0,0,6.77788058,0,4.257199858,0,0,0,0,0,4.257199858,5.218975489,0,0,0,0,0,0,0,4.257199858,4.257199858,0,0,0,0,0,7.18962756,7.646361343,0,8.883209049,0,4.257199858,0,0,6.77788058,0,5.790968114,0,5.218975489,0,8.989905997,0,5.218975489,0,6.77788058,0,6.199476687,0,5.218975489,7.646361343,8.354051631,0,8.883209049,0,0,0,7.358454053,0
PHS4_230320_002_A01,H23.29.235.01.03,1270646207,8.273902557,6.287818311,7.860417898,6.287818311,0,0,6.287818311,0,7.278556072,6.287818311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.278556072,0,0,0,0,0,7.860417898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.287818311,7.278556072,0,0,0,0,0,0,0,0,0,8.273902557,0,0,6.287818311,0,6.287818311,0,7.278556072,0,6.287818311,0,0,0,0,7.278556072,7.860417898,0,0,0,0,0
PHS4_230320_003_A01,H23.29.235.01.05,1270646281,8.22124567,5.442608773,0,5.849329069,0,0,0,3.922512131,7.156164288,0,0,0,0,0,0,0,6.166243729,0,6.166243729,0,3.922512131,0,0,3.922512131,7.532339852,0,0,0,0,0,0,0,5.442608773,0,0,0,0,0,0,0,6.425926139,0,0,0,0,0,0,0,0,0,5.442608773,4.874138199,0,0,3.922512131,8.22124567,0,0,0,0,0,6.645919501,0,0,0,5.442608773,0,5.442608773,0,5.442608773,7.292747997,10.79068478,0,9.756492068,6.166243729,0,3.922512131,0,0
PHS4_230320_004_A01,H23.29.235.01.06,1270646305,8.530830786,6.177758878,6.397301498,3.689150513,0,5.602726584,3.689150513,4.632113574,3.689150513,0,0,7.487679792,0,0,3.689150513,0,0,0,0,7.043140836,5.197551409,0,0,7.043140836,5.602726584,6.397301498,0,0,4.632113574,0,0,3.689150513,4.632113574,3.689150513,8.101552547,0,0,3.689150513,0,0,0,0,0,0,0,0,0,7.388718161,6.177758878,3.689150513,7.043140836,0,0,0,7.749373876,6.587805524,0,0,3.689150513,6.177758878,6.177758878,7.900706342,4.632113574,0,0,7.827023466,0,7.388718161,6.906730799,6.906730799,5.602726584,7.167759846,5.197551409,8.620792172,0,0,8.037660939,0,0
PHS4_230320_005_A01,H23.29.235.01.07,1270646332,9.592904127,6.045361637,7.976621783,7.133199689,0,6.813838566,0,0,3.363456995,4.291609379,3.363456995,6.689472981,0,0,3.363456995,0,5.25429766,0,3.363456995,3.363456995,4.851804926,0,5.25429766,7.682467038,7.034397902,6.403069229,4.291609379,0,0,0,0,5.25429766,4.851804926,0,6.403069229,0,0,0,4.851804926,0,5.568646201,0,3.363456995,0,0,0,0,7.133199689,6.813838566,6.045361637,7.922394274,0,6.045361637,0,8.079320215,7.807412553,0,5.25429766,3.363456995,6.235273583,3.363456995,8.773883798,0,3.363456995,3.363456995,8.711294519,0,8.028884632,6.689472981,7.312562366,3.363456995,8.468002854,3.363456995,8.028884632,0,0,7.545665642,6.235273583,0
PHS4_230320_006_A01,H23.29.235.02.01,1270646836,8.719946503,4.461603746,8.398873515,6.730174485,0,4.461603746,0,4.461603746,8.206838918,0,0,7.572119123,0,4.461603746,0,0,0,0,0,0,4.461603746,0,4.461603746,4.461603746,8.857138953,4.461603746,0,0,0,0,0,5.428487358,6.411639668,0,6.730174485,0,5.428487358,0,0,4.461603746,5.428487358,6.411639668,5.428487358,0,0,0,0,7.403141463,5.428487358,5.428487358,8.398873515,0,4.461603746,4.461603746,8.56832352,6.002239954,5.428487358,0,4.461603746,6.990942264,0,8.982410556,0,5.428487358,4.461603746,4.461603746,0,6.730174485,0,6.730174485,6.411639668,7.211713484,0,9.254937186,4.461603746,0,6.411639668,5.428487358,0
PHS4_230320_007_A01,H23.29.235.02.03,1270646939,8.811442917,6.945511657,6.725068732,6.366389761,3.660313595,6.464759203,0,2.770132258,5.88794059,0,3.660313595,6.875707455,0,0,4.602101573,0,3.660313595,0,2.770132258,6.556847382,5.572090383,4.206730221,5.16712614,6.875707455,4.912100003,7.075738014,2.770132258,2.770132258,3.660313595,4.602101573,0,5.572090383,6.023227609,4.206730221,6.725068732,0,0,3.660313595,0,0,6.023227609,0,0,0,0,0,0,6.725068732,7.456569084,3.660313595,6.464759203,2.770132258,4.602101573,2.770132258,7.59332574,6.725068732,0,0,5.16712614,6.146908798,5.38377103,7.456569084,3.660313595,4.206730221,4.912100003,7.939647311,4.206730221,7.456569084,7.012093714,7.012093714,4.602101573,7.549165058,4.912100003,8.070380773,0,0,7.305478302,0,0
PHS4_230320_201_A01,H23.29.235.11.21.01,1270647090,6.217176205,0,7.407807638,0,0,0,0,0,3.059998755,0,3.970801924,7.789152571,0,7.407807638,7.277371999,0,0,0,0,0,0,0,4.924046452,0,0,0,3.059998755,0,0,0,0,0,5.493080895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.970801924,0,0,0,3.059998755,7.133960669,0,0,0,0,0,7.527422051,0,3.970801924,0,6.974703916,0,9.253130491,0,0,0,0,5.493080895,5.493080895,0,0,8.202558554,0,0
PHS4_230323_201_A01,H23.29.235.11.22.01,1270647452,8.773960422,5.248407172,7.752703704,6.365059075,3.070823312,6.365059075,3.9823141,3.070823312,5.505102164,3.070823312,4.935936272,7.481078132,0,3.070823312,3.9823141,0,4.53652429,0,0,6.079436676,5.248407172,5.248407172,4.53652429,7.848487389,3.9823141,6.079436676,3.9823141,3.070823312,5.248407172,4.935936272,0,6.365059075,7.35628116,0,6.709226953,0,0,0,3.9823141,0,0,0,5.248407172,0,0,0,0,7.894095454,8.446747438,3.070823312,6.603371962,4.53652429,6.807843144,0,7.894095454,6.603371962,0,5.505102164,0,3.9823141,5.505102164,8.284968159,3.070823312,3.9823141,6.079436676,6.807843144,4.935936272,7.801390312,5.91217602,6.489130675,6.365059075,7.068729811,5.248407172,7.539648783,0,0,7.595934058,0,0
PHS4_230412_201_A01,H23.29.238.11.21.01,1270648069,9.438162476,0,5.818026967,5.953203839,0,0,0,0,8.175734564,0,0,3.594925527,0,0,0,4.139529693,0,0,0,0,2.709638796,0,5.953203839,0,7.725059325,0,0,5.098009791,0,0,0,0,7.647435578,0,0,0,0,0,0,5.098009791,6.87495858,0,2.709638796,0,0,0,0,6.394440005,8.561583273,5.502477884,8.175734564,0,4.139529693,0,9.254021475,8.060673055,5.314372036,0,5.502477884,4.139529693,0,9.292777991,0,0,0,7.522558694,0,8.561583273,0,0,4.5339566,10.15806073,0,10.13691478,0,3.594925527,0,4.5339566,0
PXS4_230503_154_A01,H23.51.004.11.06.01.03,1268174171,0,3.161471718,0,0,0,0,0,0,5.348271353,0,0,0,0,0,3.161471718,0,0,0,0,0,3.161471718,0,0,6.590497805,0,0,0,5.823544024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161471718,0,4.6347245,0,4.6347245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXS4_230503_155_A01,H23.51.004.11.06.01.04,1268182481,0,3.891127521,7.192672566,7.122776252,0,0,0,0,0,0,0,3.891127521,0,0,0,0,0,0,0,0,0,0,3.891127521,3.891127521,2.985227179,0,0,0,0,0,0,0,2.985227179,0,5.409764305,0,0,0,0,0,0,0,0,0,0,0,0,2.985227179,6.506851045,0,0,0,0,0,7.96616512,6.971922872,0,0,0,0,0,7.122776252,0,0,6.133090838,8.379759584,0,7.259338419,0,0,0,9.168008917,0,0,0,0,0,0,0
PXS4_230503_156_A01,H23.51.004.11.06.01.05,1268192749,0,3.234916748,0,0,0,0,0,4.461841299,0,0,3.767873612,3.234916748,0,0,0,0,0,0,0,0,0,0,3.767873612,0,0,0,0,0,0,2.380550845,0,0,0,0,2.380550845,0,0,0,0,0,0,0,0,0,0,0,0,2.380550845,2.380550845,0,0,0,0,0,0,0,0,0,0,0,0,2.380550845,2.380550845,0,8.227482262,0,0,9.162895606,0,5.563185845,0,4.156187963,0,0,0,0,2.380550845,0,0
PXS4_230503_353_A01,H23.51.004.11.09.01.01,1268169113,7.731814864,0,7.150241789,0,0,0,0,0,0,0,5.180393526,4.219639953,0,0,0,0,5.180393526,0,0,0,0,0,4.219639953,0,0,0,0,0,0,0,0,5.75203299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75203299,0,4.219639953,0,0,0,0,6.160362547,0,0,0,0,0,0,0,0,0,0,0,5.180393526,0,4.219639953,0,4.219639953,0,0,0,0,6.478250854,0,0
PXS4_230503_354_A01,H23.51.004.11.09.01.02,1268187236,5.655765082,5.655765082,0,0,0,0,5.655765082,0,7.954616228,0,0,5.655765082,0,0,0,0,0,0,0,0,10.94951856,0,0,5.655765082,0,7.221522517,0,0,0,0,0,0,0,9.21425419,0,0,0,0,0,0,0,0,0,0,0,0,0,8.216681037,0,0,0,0,7.221522517,0,8.43838049,0,0,0,0,0,0,5.655765082,0,0,0,0,0,6.641385304,0,0,0,0,0,0,0,0,5.655765082,0,0
PXS4_230503_355_A01,H23.51.004.11.09.01.03,1268198883,8.978727531,4.687205661,6.915112669,0,0,0,6.702899258,0,6.758950057,0,0,8.116424925,0,2.358142506,0,0,0,0,2.358142506,0,0,0,4.687205661,8.803248339,6.864913466,2.358142506,0,4.129974722,0,0,0,4.435327928,5.088174886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.668952914,8.116424925,2.358142506,8.776342224,0,0,2.358142506,8.316446973,5.77220966,0,0,4.901575874,0,0,8.2785998,0,6.153008147,5.253379811,0,0,9.395998877,6.758950057,7.695958369,8.072863496,10.53394116,0,11.52539751,0,0,5.535993178,4.435327928,0
PXS4_230503_356_A01,H23.51.004.11.09.01.04,1268210207,4.365067782,3.433431828,4.926502914,0,0,0,6.311581165,0,0,0,0,0,0,4.365067782,7.759407648,0,3.433431828,0,0,0,5.329631266,0,0,3.433431828,7.622569795,0,0,0,0,3.433431828,0,0,0,0,4.365067782,0,0,0,0,4.926502914,6.479486588,0,0,0,0,0,0,4.926502914,0,0,0,0,0,0,4.926502914,0,0,4.926502914,0,0,0,4.365067782,0,0,0,3.433431828,0,0,0,4.926502914,0,0,6.311581165,4.926502914,0,0,0,3.433431828,0
PXS4_230503_452_A01,H23.51.004.11.08.01.01,1268160832,3.8207153,4.768740341,0,0,0,0,0,0,8.243153977,0,0,4.768740341,0,0,0,0,0,0,0,0,0,0,0,3.8207153,0,0,0,0,0,0,0,0,6.317982571,0,0,0,0,0,0,3.8207153,0,0,0,0,0,0,0,0,0,0,3.8207153,0,0,0,3.8207153,0,0,0,0,0,0,0,0,5.742033393,0,8.762542559,0,8.88779659,0,0,0,8.625371187,0,10.7043723,0,0,0,0,0
PXS4_230503_453_A01,H23.51.004.11.08.01.02,1268169225,7.721018486,4.905152991,7.56426597,3.042814565,0,0,0,0,6.048078139,0,0,3.042814565,0,0,0,0,0,0,0,5.691724154,3.042814565,0,0,5.691724154,3.042814565,6.955318958,0,0,0,0,0,8.415005231,0,0,0,0,0,0,0,0,7.324643134,0,0,0,0,0,0,9.428134789,8.859293214,0,3.95251479,0,0,0,0,0,0,0,5.217419247,0,0,5.691724154,0,3.042814565,0,5.691724154,0,3.042814565,0,3.95251479,3.95251479,8.183083964,0,3.042814565,0,0,5.217419247,7.114559365,0
PXS4_230503_454_A01,H23.51.004.11.08.01.03,1268176979,9.485878869,0,0,0,0,6.095725161,0,0,8.079816561,0,0,0,0,0,0,0,0,0,0,0,3.236311859,0,0,3.236311859,8.504716616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.236311859,3.236311859,0,0,0,3.236311859,0,0,4.157661283,0,0
PXS4_230503_504_A01,H23.51.004.11.03.01.01,1268172215,4.226288546,0,0,0,0,0,0,0,0,0,0,4.226288546,0,0,7.157217224,0,0,0,0,0,5.187225033,0,6.485197022,0,0,0,0,0,0,0,3.301378819,0,0,6.485197022,7.403547957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.501211876,4.226288546,0,0,0,0,0,0,0,7.547126126,0,5.187225033,0,6.334982161,0,0,0,0,0,7.738806667,0,9.35872678,0,3.301378819,0,0,0,0,0
PXS4_230503_505_A01,H23.51.004.11.03.01.02,1268182569,7.260844485,0,0,3.10741187,0,0,0,3.10741187,0,0,0,4.021186732,0,0,4.576223002,0,0,0,0,0,0,0,3.10741187,0,0,4.976061332,0,0,0,0,0,0,3.10741187,0,0,0,0,0,4.576223002,0,0,0,0,0,0,0,0,4.021186732,0,4.021186732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.545662829,7.461250848,0,5.763636184,0,0,5.288792465,4.021186732,0
PXS4_230503_506_A01,H23.51.004.11.03.01.03,1268195538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98144406,0,0,0,7.595010035,8.284042312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.708307007,0,0,0,0,0,0,3.98144406,0,0,0,0,0,0,0,3.98144406,0,0,0,0,0,0,0,9.099175402,0,0,0,0,0,0,0,0,0,0,0,0,0,6.228388302,0
PXS4_230503_854_A01,H23.51.004.11.04.01.01,1268159889,4.094149907,3.176241375,0,0,0,0,0,0,0,0,0,3.176241375,0,0,0,0,0,0,0,0,0,0,0,3.176241375,0,3.176241375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.621669194,6.029362765,3.176241375,0,0,0,0,0,0,0,0,0,0,6.19683146,3.176241375,5.05128334,0,3.176241375,3.176241375,4.094149907,0,8.502939376,0,4.094149907,0,0,3.176241375,4.094149907,0
PXS4_230503_855_A01,H23.51.004.11.04.01.02,1268170070,8.823415496,7.114469361,2.563941069,5.49885315,0,0,0,0,8.567260334,5.905892341,2.563941069,3.976329221,0,2.563941069,0,0,0,0,2.563941069,2.563941069,3.436483871,0,7.795028998,7.164736378,4.929755454,5.647662239,3.436483871,0,0,3.436483871,0,3.976329221,3.976329221,0,6.482811944,3.976329221,0,0,2.563941069,0,5.332910735,0,5.49885315,6.019517481,0,0,0,7.062387494,6.124843295,0,0,2.563941069,0,0,7.305812437,3.976329221,4.368267768,0,7.887732354,5.145370024,0,3.976329221,0,5.782547217,0,6.019517481,0,9.806072492,3.976329221,3.976329221,6.702898135,8.529393904,0,7.795028998,0,2.563941069,4.368267768,0,0
PXS4_230503_856_A01,H23.51.004.11.04.01.03,1268180129,7.319925365,0,0,0,0,0,0,0,8.163903626,0,0,8.850050308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.603875943,0,0,0,0,0,0,6.328926596,0,0,0,0,0,0,0,0,0,0,0,4.077055336,0,0,0,7.58145409,8.163903626,7.168925186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033670059,0,0,4.077055336,0,0
PXS4_230503_857_A01,H23.51.004.11.04.01.04,1268187861,8.344754453,7.455468353,6.768640066,7.234445228,0,6.654265057,0,0,0,3.218834069,0,9.286039278,0,0,0,0,5.411145101,0,3.218834069,4.139197923,4.696607283,3.218834069,0,7.70569137,7.455468353,7.065717295,6.973325656,0,5.411145101,3.218834069,3.218834069,5.097668333,6.076446457,3.218834069,8.730733045,0,0,0,3.218834069,6.5300357,6.5300357,0,0,0,0,0,0,6.874609848,6.768640066,6.076446457,5.097668333,4.139197923,5.097668333,0,7.647085604,7.868449467,0,6.394092458,3.218834069,4.139197923,7.455468353,7.152546518,0,6.076446457,5.668517659,6.768640066,5.668517659,6.5300357,6.076446457,7.585997953,5.668517659,8.582238737,4.139197923,8.416687752,0,0,6.768640066,5.411145101,0
PXS4_230504_151_A01,H23.51.004.11.53.01.02,1268323739,6.804316926,5.690281724,4.07240476,6.142073101,0,0,0,0,5.690281724,4.321075428,0,5.599033796,0,0,0,0,0,0,0,0,0,0,0,5.284527682,6.67624356,2.058211596,2.873693987,0,0,0,0,5.776100089,5.397154808,0,5.599033796,0,0,2.873693987,0,3.77175764,5.933790873,0,0,0,0,0,0,6.20531499,6.433741049,4.717954784,0,0,6.006610934,0,6.883789357,0,7.623597856,3.77175764,0,0,0,0,0,0,5.397154808,2.058211596,0,0,5.933790873,0,4.717954784,5.02887727,0,4.07240476,5.690281724,0,5.599033796,6.762876358,0
