patched_cell_container,cell_name,cell_id,KCNMA1,KCNN1,KCNN2,KCNN3,KCNN4,KCNU1,KCNJ1,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNJ9,KCNJ10,KCNJ11,KCNJ12,KCNJ13,KCNJ14,KCNJ15,KCNJ16,KCNJ18,KCNT1,KCNT2,KCNK1,KCNK2,KCNK3,KCNK4,KCNK5,KCNK6,KCNK7,KCNK9,KCNK10,KCNK12,KCNK13,KCNK15,KCNK16,KCNK17,KCNK18,KCNA1,KCNA2,KCNA3,KCNA4,KCNA5,KCNA6,KCNA7,KCNA10,KCNB1,KCNB2,KCNC1,KCNC2,KCNC3,KCNC4,KCND1,KCND2,KCND3,KCNF1,KCNG1,KCNG2,KCNG3,KCNG4,KCNH1,KCNH2,KCNH3,KCNH4,KCNH5,KCNH6,KCNH7,KCNH8,KCNQ1,KCNQ2,KCNQ3,KCNQ4,KCNQ5,KCNS1,KCNS2,KCNS3,KCNV1,KCNV2
P4S4_211215_153_A01,H21.26.409.11.05.01.01,1146477402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74115831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74115831,0,0
P4S4_211215_154_A01,H21.26.409.11.05.01.02,1146491056,9.599043588,6.311678926,7.943131613,0,0,0,0,0,0,0,0,3.433521672,0,0,0,0,0,0,5.644463426,0,4.365161986,0,4.926598666,0,0,0,0,0,0,0,0,0,4.365161986,0,0,0,0,0,0,0,8.619003552,7.005116194,0,0,0,0,0,7.549052942,0,4.926598666,10.42373509,0,0,0,5.644463426,7.111228949,0,0,7.005116194,0,0,5.644463426,0,0,0,0,0,0,0,0,0,6.311678926,0,0,0,0,4.365161986,0,0
PYS4_211215_351_A01,H21.26.409.11.04.01.01,1146475708,8.956242263,0,7.536628012,6.10931438,0,0,0,0,8.093555742,0,0,6.917385285,0,4.914519219,0,0,0,4.353278726,0,0,3.422190514,0,4.565552297,7.165463486,7.72514918,0,0,6.519118103,0,0,0,3.422190514,0,0,4.353278726,0,0,0,0,0,0,0,0,0,0,0,0,7.459057105,5.632222302,0,8.28554046,0,0,2.084028458,9.182248248,7.511231664,0,0,0,5.317547822,0,9.107954873,0,7.028964587,0,0,0,0,0,0,5.430239502,6.175478391,5.317547822,11.40383863,3.803183535,0,0,2.084028458,0
PNS4_211215_854_A01,H21.26.409.11.06.01.02,1146485071,0,0,0,0,0,0,0,0,7.919348559,0,0,6.536683038,0,0,0,0,2.75275584,0,0,0,4.187459099,0,5.147314971,0,2.75275584,0,5.36388023,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75275584,4.187459099,0,0,0,0,0,6.444609228,8.169933484,3.641553859,8.916365706,0,6.003160828,0,9.906267782,9.488852847,0,0,0,0,0,7.884728488,0,0,0,0,0,5.86790483,0,2.75275584,7.116456386,9.393570568,0,9.798804286,0,0,6.925295829,0,0
PNS4_211215_855_A01,H21.26.409.11.06.01.03,1146488999,6.901526428,0,0,0,0,0,0,0,9.653701336,0,0,0,0,0,4.722715619,0,0,0,0,3.243088542,3.243088542,0,0,3.243088542,0,0,4.164816722,0,0,0,0,0,0,6.42091844,0,0,7.613003752,0,0,0,5.695134605,0,0,0,0,0,0,3.243088542,3.243088542,6.681143813,7.000257393,4.722715619,3.243088542,0,9.575798327,7.338919928,0,0,6.42091844,0,0,8.334457399,0,0,0,0,0,10.06068492,0,0,4.164816722,7.613003752,0,10.81756275,0,0,8.967581241,0,0
PNS4_211215_856_A01,H21.26.409.11.06.01.04,1146497131,8.859315689,1.644236192,1.644236192,5.214862864,0,0,0,0,8.784783385,5.700987766,0,8.377767642,0,5.039460787,0,0,0,4.170452755,5.295165307,0,2.392769795,0,6.390721087,2.883126085,5.758771685,0,0,0,0,0,0,6.195308019,5.129825846,0,1.644236192,0,0,0,0,0,0,0,0,0,0,1.644236192,0,6.716515467,4.728458164,2.883126085,10.32037158,0,0,0,9.601632411,8.518226656,0,0,7.603254783,0,0,9.085034,4.170452755,1.644236192,0,0,0,6.957656338,0,2.392769795,5.214862864,6.932768969,2.883126085,8.349838307,0,0,7.555144672,0,0
PKS4_210728_229_A01,SC21.26.024.11.02.03,1151693573,9.42008364,4.30314744,6.247269201,6.940385945,0,5.580547427,0,4.30314744,6.825887274,0,0,8.875083679,0,3.374436651,0,0,0,0,0,3.374436651,0,0,4.863541962,6.940385945,4.30314744,4.863541962,4.30314744,0,0,0,0,0,4.30314744,5.26613678,8.187305788,0,0,0,0,6.415082492,4.30314744,5.26613678,3.374436651,0,0,0,0,6.415082492,4.30314744,3.374436651,8.320135544,0,0,0,9.012307848,3.374436651,0,4.30314744,0,6.565393988,0,8.553923534,0,6.057334646,6.701512001,7.988730033,3.374436651,9.859062519,4.863541962,5.26613678,4.863541962,7.046461865,3.374436651,9.784377379,0,0,4.30314744,5.580547427,0
PGS4_211102_701_A01,H21.28.034.11.04.04,1151275241,9.100608758,0,0,7.911338531,0,4.884627454,0,0,8.010474635,0,0,5.995243229,0,0,0,0,0,0,0,0,3.634156664,0,5.995243229,10.83573361,6.847526187,5.356032737,0,3.634156664,0,0,0,0,2.7459087,7.87671927,0,0,0,0,0,0,2.7459087,0,0,0,0,0,0,4.574857409,6.232767656,2.7459087,7.767579298,0,0,0,4.179858372,8.132874595,0,0,0,0,0,9.187917005,0,0,0,0,0,5.995243229,0,2.7459087,0,8.350333228,0,10.32149871,0,0,2.7459087,0,0
PGS4_211102_702_A01,H21.28.034.11.04.07,1151275429,6.69914029,3.588046868,0,0,0,0,0,6.288723572,7.992035894,7.378383624,0,4.740204007,0,5.608157443,0,0,0,0,0,0,0,0,7.470951001,6.288723572,0,0,2.225036568,0,0,0,0,2.225036568,0,7.742566756,0,0,0,0,0,0,3.972776272,5.988204483,0,0,0,0,0,7.97105761,7.346159197,7.279467162,3.972776272,0,6.219256627,0,7.742566756,3.588046868,0,0,0,0,0,2.225036568,0,7.244928218,2.225036568,0,0,8.936064448,0,0,6.06940347,8.325282031,0,8.787991663,0,0,0,0,0
PGS4_211102_703_A01,H21.28.034.11.04.10,1151275550,8.371725542,2.70132085,5.304795676,0,0,0,0,0,7.46864095,0,0,0,0,2.70132085,0,0,0,0,0,0,3.585917036,0,6.86521849,0,9.017847558,0,0,0,0,0,0,0,0,4.130264816,2.70132085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.995386552,11.12645428,0,0,0,7.9258495,9.244213546,0,0,8.395500881,3.585917036,0,5.304795676,5.088473506,8.872944296,0,0,0,0,0,0,6.722130603,7.423099977,0,4.524557979,0,0,4.130264816,0,0
PGS4_211102_705_A01,H21.28.034.12.04.02,1151275708,8.500062189,0,0,0,0,0,0,0,0,0,0,9.083695829,0,0,0,0,7.504041444,0,0,0,0,0,6.923047254,0,7.504041444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.498068438,0,0,8.721885249,0,0,0,0,0,0,0,0,8.721885249,0,8.500062189,0,0,0,0,0,0,0,0,6.923047254,0,0,9.083695829,0,0,0,0,0
PGS4_211102_706_A01,H21.28.034.12.04.07,1151275775,8.01386212,0,5.916871413,0,0,0,0,0,6.325926741,6.030510603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.445413956,0,0,0,0,0,0,0,0,7.125553669,0,0,0,0,0,0,2.573223625,0,0,0,0,0,0,7.175823435,8.289727424,0,9.64055545,0,0,0,7.637024017,0,0,0,0,0,0,0,0,4.940555091,0,0,0,8.01386212,0,0,0,0,0,9.287420491,0,0,0,0,0
PGS4_211110_701_A01,H21.28.038.11.04.01,1151279083,6.476475398,4.644576578,5.358284103,6.340591138,0,0,0,0,6.340591138,0,0,5.045121782,0,0,7.011971836,0,0,0,0,0,4.088169108,0,0,8.135174047,3.17059204,3.17059204,0,3.17059204,0,0,0,0,4.088169108,5.61544493,0,0,0,0,0,0,3.17059204,0,0,0,0,0,0,5.833627249,7.864933322,6.340591138,7.651798355,0,4.644576578,0,8.676705595,7.331662615,0,0,0,0,0,6.476475398,0,0,0,0,0,5.045121782,0,0,0,8.006372027,0,9.478507611,0,0,3.17059204,0,0
PGS4_211110_702_A01,H21.28.038.11.04.03,1151280034,12.25106062,0,0,0,0,0,0,0,7.426286725,0,0,8.133514558,0,6.298813415,0,0,0,0,0,0,3.133044999,0,0,0,7.056782793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.574013019,3.133044999,7.056782793,0,0,0,0,10.18849854,0,0,0,0,0,0,0,0,3.133044999,0,0,0,10.73407733,0,0,0,9.150807879,0,9.959892323,0,0,0,0,0
PGS4_211110_703_A01,H21.28.038.11.04.06,1151280594,8.615371056,2.668715066,7.919686723,4.796656424,0,0,0,0,7.132620819,2.668715066,0,9.681009575,0,0,0,0,0,0,0,0,0,0,5.455130191,0,7.750506297,0,0,0,0,5.267175542,0,0,6.248321632,2.668715066,0,0,0,0,0,0,8.208109633,2.668715066,0,0,0,0,0,6.248321632,0,5.051013397,10.16458766,0,0,0,8.309062184,0,0,0,4.487647395,0,0,8.099557839,5.770465961,0,0,0,0,5.051013397,0,0,6.757190249,7.517222817,0,8.154854457,0,0,6.89348081,0,0
PGS4_211110_704_A01,H21.28.038.11.04.07,1151280659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.537939634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.117717508,0,0,0,0,0,0,0,0
PKS4_211115_225_A01,SC21.26.030.11.01.02,1151701551,9.758749012,4.127815119,6.862642606,5.399359396,0,0,0,4.685004111,8.827376344,0,0,7.749994378,0,0,0,0,0,4.127815119,0,0,3.208064852,0,3.208064852,6.961351583,6.642314858,7.906842195,0,0,0,3.208064852,0,0,5.656685419,0,0,0,0,0,0,7.51020428,5.085951747,6.756680695,0,0,0,0,0,9.067895757,8.404652688,0,8.718691042,0,5.874986552,0,7.140561176,5.656685419,5.399359396,3.208064852,3.208064852,3.208064852,0,9.688442948,5.085951747,7.8564308,0,9.022893206,0,8.177113318,5.399359396,0,4.685004111,7.8564308,6.232083468,12.08482851,4.685004111,0,5.085951747,5.656685419,0
PKS4_211115_226_A01,SC21.26.030.11.12.01,1151701721,9.63679342,4.713753656,7.911631634,0,0,0,0,0,7.751871674,3.767710516,0,7.911631634,0,5.685999113,2.869923313,0,2.869923313,0,2.869923313,2.869923313,2.869923313,0,4.713753656,6.84027104,6.99101452,7.252157442,0,0,0,0,0,2.869923313,2.869923313,0,2.869923313,0,0,0,0,6.579752568,6.758549316,6.137767716,0,0,0,0,0,8.683581005,5.685999113,5.024643924,9.757400065,0,0,0,6.579752568,0,4.713753656,0,4.316926921,2.869923313,0,8.217145207,0,7.664827092,0,7.473197282,0,9.981056443,4.713753656,4.316926921,5.280272581,9.944567169,0,10.24385291,5.685999113,3.767710516,3.767710516,6.758549316,0
PGS4_211130_701_A01,H21.28.039.11.04.01,1151280793,2.774967008,5.389299232,7.875191189,0,0,0,0,0,0,0,0,7.017713514,0,0,0,4.607532408,0,0,0,0,2.774967008,0,0,0,0,0,0,0,0,7.80151398,0,0,4.917575845,0,0,0,0,0,0,0,7.910665219,0,0,0,0,0,0,4.607532408,0,6.807966262,5.577635154,0,0,0,0,7.55479847,0,0,0,0,0,6.266408914,0,0,0,0,0,0,0,7.462200494,0,0,0,6.562450933,0,0,0,0,0
PGS4_211130_702_A01,H21.28.039.11.04.03,1151280885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41261417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.004615722,0,0,0,0,0,0,0,0,0,0,0,0,0
PGS4_211201_701_A01,H21.28.040.11.04.01,1151281260,7.184567973,0,0,0,0,0,0,0,7.946013235,0,0,3.94924547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.560789115,0,0,9.346758635,0,0,0,9.103241159,0,0,0,0,0,0,0,0,5.470559682,0,0,0,0,0,6.194451583,0,11.29620539,0,9.469434495,0,0,0,0,0
PGS4_211201_702_A01,H21.28.040.11.04.02,1151281529,0,0,0,0,0,0,0,0,7.763609132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.770232791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.770232791,0,0,0,0,0,0,0,0,0,0,0,9.081548385,0,0,0,0,0
PGS4_211201_703_A01,H21.28.040.11.04.04,1151281610,7.837190198,5.16276349,0,7.361016608,0,0,0,5.770086551,6.893097569,0,0,1.879154985,0,0,0,2.668389364,6.346209833,0,0,0,0,0,6.524694368,4.303792977,8.480803046,0,0,0,0,0,6.086717616,0,5.363834444,0,0,0,0,0,0,7.732059077,4.796283841,0,4.487278134,0,0,0,0,7.950881122,5.905184745,4.093524013,6.826561255,0,0,0,0,7.313219774,4.796283841,0,0,0,0,7.186303931,4.929059468,4.650038325,0,4.487278134,0,0,0,0,3.550208864,2.668389364,0,9.198720982,3.550208864,0,0,8.701071724,0
PHS4_211206_602_A01,H21.29.207.11.61.02,1156108166,0,0,9.026783712,0,6.537133665,0,0,0,4.982910626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.263183822,0,0,0,0,0,0,0,0,0,0,4.982910626,0,0,0,0,0,0,0,0,0,0,0,0,0,4.982910626,0,0,0,0,0,4.982910626,0,0,0,0,0,0,0,0,0,0,7.267871982,0,6.948282268,5.959917651,0,0,0,0,0,0,0,0,0,0
PHS4_211206_603_A01,H21.29.207.11.61.04,1156108241,7.216379517,2.78837027,4.6225765,5.59299259,0,4.932743728,0,0,2.78837027,0,0,7.926284501,0,0,0,0,0,0,5.187883952,4.932743728,0,0,0,3.679984308,8.449564964,5.187883952,0,0,4.6225765,0,2.78837027,0,0,0,3.679984308,0,0,0,0,2.78837027,5.908930402,0,0,2.78837027,0,0,0,5.187883952,5.59299259,4.932743728,2.78837027,0,0,0,0,4.226929867,0,3.679984308,0,2.78837027,0,6.167957423,0,0,0,5.187883952,2.78837027,7.429165597,3.679984308,4.6225765,2.78837027,8.813926056,0,5.404611108,0,0,5.187883952,0,0
PHS4_211216_601_A01,H21.29.208.11.61.01,1156914499,4.68040688,3.735601602,3.735601602,0,0,7.217703781,0,0,5.246491697,0,0,0,0,0,0,0,4.68040688,0,0,8.533804711,3.735601602,0,8.713918927,9.180094306,8.670954316,8.1516603,5.246491697,0,0,0,0,0,0,0,0,0,0,0,0,0,7.093053752,0,0,0,0,0,0,0,0,7.537692101,3.735601602,0,3.735601602,0,0,6.22736372,0,0,0,0,0,0,0,0,0,0,0,5.651996909,3.735601602,0,0,7.438710915,6.447002752,3.735601602,0,0,5.246491697,0,0
PHS4_211216_602_A01,H21.29.208.11.61.02,1156914582,4.147806294,2.71707408,0,4.147806294,0,4.851843751,0,0,0,0,0,0,0,0,0,5.677463482,0,0,0,0,3.602974441,0,0,4.542351946,0,4.851843751,0,0,3.602974441,0,0,0,0,0,7.48713364,0,0,0,0,0,5.322925153,0,0,0,0,0,0,5.106527337,5.511057875,0,0,0,0,0,4.542351946,4.542351946,0,2.71707408,0,8.184477255,0,2.71707408,6.403108971,0,0,5.677463482,0,0,2.71707408,4.542351946,6.581674298,5.961835605,0,6.19927832,0,0,2.71707408,0,0
PHS4_211216_603_A01,H21.29.208.11.61.03,1156914686,2.693814795,5.079861093,0,2.693814795,0,0,0,0,0,0,0,3.577784124,0,0,0,0,0,0,0,0,3.577784124,0,5.29614684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.693814795,0,0,0,0,0,2.693814795,0,0,2.693814795,0,9.039306029,0,7.743747774,0,0,0,0,0,5.29614684,0,0,0,4.516070665,0,0,8.880927088,0,0,4.121899018,8.042045456,0,7.503962958,0,0,0,0,0
PHS4_211216_604_A01,H21.29.208.11.62.01,1156914813,10.48844567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.687103645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.269730774,0,0,0,0,0,0,0,0,0,0,0,0,0,11.32450501,0,0,0,9.851573554,0,0,0,0,0
PHS4_220112_001_A01,H22.29.209.21.03.04,1156914959,6.902108058,1.795306842,8.630605181,4.684197595,0,0,6.323164175,0,8.683584944,0,2.570896589,6.568243894,0,0,0,0,0,0,0,0,1.795306842,0,2.570896589,7.834926984,6.277941602,6.40956673,0,0,0,0,0,0,4.816590578,0,7.197537933,0,0,0,0,0,0,0,5.583367584,0,0,0,0,4.937848804,6.988861173,0,1.795306842,0,0,0,8.528114307,0,0,0,2.570896589,0,0,1.795306842,0,0,0,0,0,6.081384536,5.91412029,5.790762745,5.790762745,8.630605181,0,8.342905668,0,0,0,5.049700786,0
PHS4_220112_002_A01,H22.29.209.21.03.05,1156915030,6.212583182,2.728518541,0,5.839895875,7.25690847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.416437907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.595021703,0,0,0,0,3.615356744,0,0,0,0,0,0,0,0,0,0,0,0,0,2.728518541,0,4.555263272,0,2.728518541,0,0,0,0,0
PHS4_220112_003_A01,H22.29.209.21.03.06,1156915101,8.735434165,0,6.33054499,0,0,0,0,0,8.54902408,0,0,7.248027917,0,0,0,0,0,0,0,0,0,0,0,0,6.861023802,0,0,0,0,0,0,0,6.099239738,0,5.200287111,0,0,0,0,0,0,0,0,0,0,0,0,5.823634133,6.810840905,0,0,0,0,0,10.29093835,6.909519649,0,0,5.035258826,0,0,4.634812536,3.691744947,6.013091523,2.314395659,2.314395659,0,6.590588582,0,5.035258826,5.823634133,6.529838742,0,8.608987848,0,0,2.314395659,6.013091523,0
PHS4_220112_101_A01,H22.29.209.21.11.01.01,1156915598,7.548105276,2.441565748,7.478101321,5.001179298,0,0,0,2.441565748,7.202282755,0,0,7.44178291,0,0,0,0,0,0,0,2.441565748,3.837633413,0,6.076487405,5.502174562,5.502174562,0,3.837633413,0,0,0,2.441565748,0,0,0,2.441565748,0,0,0,0,0,0,3.302263409,5.502174562,5.353703956,0,0,0,5.353703956,6.685703668,6.48617045,7.202282755,3.302263409,0,0,2.441565748,6.076487405,0,0,3.837633413,0,0,7.245063314,4.533659826,0,0,5.873321726,0,5.188182435,5.502174562,4.533659826,0,10.4933558,2.441565748,10.64081568,0,2.441565748,4.227220381,0,0
PHS4_220112_600_A01,H22.29.209.21.61.01,1156916075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHS4_211206_601_A01,H21.29.207.11.61.01,1156108096,9.392564193,0,5.311727264,8.551806864,0,0,0,0,6.293450329,0,0,3.797641483,0,0,0,0,4.744813047,0,0,0,3.797641483,0,0,6.293450329,0,8.017482889,0,0,6.872268699,0,0,0,8.087607067,0,3.797641483,0,0,0,0,0,3.797641483,0,0,0,0,0,0,3.797641483,6.03408988,7.02303982,0,0,7.398989366,0,6.293450329,5.717655238,0,0,0,0,0,7.60430008,0,0,0,7.159534584,0,8.087607067,5.311727264,9.084952879,0,4.744813047,0,9.24694166,0,0,6.513212755,0,0
PHS4_220112_602_A01,H22.29.209.21.62.01,1156916257,6.341228478,2.164022726,4.665130779,0,0,0,0,0,2.164022726,0,0,2.164022726,0,0,3.516630729,0,0,0,0,0,0,0,2.164022726,0,4.850650407,5.636415359,0,0,0,0,0,2.993358239,0,0,6.671961287,0,0,0,0,4.452184542,0,0,4.452184542,0,0,0,0,2.164022726,2.993358239,0,2.164022726,0,0,6.72039919,6.069335294,6.621840433,0,0,0,0,0,7.828490588,0,0,0,0,2.164022726,0,0,0,5.418848708,7.300793976,0,5.418848708,0,0,2.993358239,0,0
PJS4_220114_801_A01,H22.26.401.11.03.01.01,1151717152,9.540474342,5.275112644,7.084536379,7.566922979,0,0,0,4.101560067,9.397935639,3.55801687,0,7.566922979,0,0,0,0,0,0,5.058916391,0,2.67558479,0,0,8.292600601,6.533136539,0,0,4.804512155,0,0,0,0,2.67558479,0,0,0,0,0,0,7.525326567,6.614733009,0,0,0,0,0,0,7.297194288,7.525326567,4.101560067,9.29029826,0,2.67558479,0,7.92780127,7.194780099,0,0,7.39281769,0,0,8.050174285,0,6.446646978,2.67558479,0,0,8.162974052,0,6.037112366,6.614733009,9.31492126,4.495433282,9.939276082,0,0,0,7.140711019,0
PCS4_220119_151_A01,H22.26.401.11.52.01.01,1152634127,8.645851098,7.140059546,7.181587456,6.451232064,0,6.912340119,4.684518544,2.355892481,5.97238529,5.874489951,4.89887376,7.721608587,3.207614319,4.684518544,6.231584979,0,4.89887376,0,4.89887376,5.769465126,3.739559145,4.127338811,6.381666885,7.00778251,5.398866158,6.756180157,4.89887376,5.085461414,4.43266153,4.89887376,0,6.06405787,5.97238529,3.207614319,5.97238529,4.43266153,2.355892481,4.43266153,3.207614319,0,4.43266153,0,2.355892481,0,0,2.355892481,0,7.573487945,7.509701841,4.127338811,5.97238529,0,6.231584979,4.43266153,8.176609852,7.261220512,0,4.684518544,5.398866158,5.533257754,4.684518544,8.256510652,3.207614319,0,5.398866158,6.700130384,5.769465126,8.217113325,6.912340119,7.299447156,5.97238529,7.33668701,5.769465126,7.573487945,0,2.355892481,8.197003725,0,2.355892481
PCS4_220119_251_A01,H22.26.401.11.51.01.01,1152632923,9.126482757,6.462282679,7.937152614,6.389142993,5.478552488,6.890993865,3.815176962,2.4218841,6.230701933,2.4218841,0,7.911264428,0,4.762998433,4.762998433,0,5.478552488,0,4.204361079,6.943027088,0,2.4218841,5.849577761,7.302989242,4.977780304,7.302989242,6.14443927,3.280571513,4.204361079,5.736183985,0,6.14443927,5.164691006,4.510551799,5.164691006,0,0,5.478552488,0,0,6.312096429,0,2.4218841,0,0,4.977780304,0,7.178288667,8.036295803,4.510551799,6.389142993,3.280571513,6.722587521,5.736183985,7.962584431,7.987575691,0,4.204361079,3.815176962,6.14443927,3.815176962,8.431863644,4.510551799,4.510551799,5.613111479,6.389142993,3.280571513,7.987575691,6.389142993,8.151350227,4.977780304,8.151350227,5.95470476,7.590833813,0,3.815176962,8.376175307,0,0
PCS4_220119_252_A01,H22.26.401.11.51.01.02,1152647849,7.796752649,5.214916956,7.185485502,6.773747971,0,6.10356533,0,0,4.559965419,0,3.326982633,6.773747971,0,0,2.464027384,0,4.812769822,3.326982633,0,4.812769822,0,3.326982633,5.027810429,5.380519447,3.326982633,6.888210617,3.863209512,0,0,3.326982633,0,5.027810429,5.529055183,0,4.25324759,2.464027384,0,0,0,0,6.005527494,0,0,0,0,0,0,6.649415209,7.313918734,4.812769822,4.559965419,3.863209512,5.214916956,3.326982633,6.363098721,7.988586485,0,0,5.900338635,5.663715567,3.863209512,6.832114172,3.326982633,0,4.559965419,6.363098721,4.25324759,6.832114172,5.786872878,7.093036695,4.812769822,7.796752649,4.812769822,6.281667154,0,0,7.393598889,0,0
PCS4_220119_253_A01,H22.26.401.11.51.01.03,1152656343,8.374633874,3.313742712,7.490798566,4.239310032,0,5.514662601,0,0,5.200602263,0,0,5.772427897,0,0,6.498797185,0,4.798583088,0,0,4.239310032,2.451992284,0,5.772427897,5.772427897,2.451992284,6.568426647,5.649294451,0,0,7.078432203,0,3.849512528,4.545879418,4.545879418,0,5.200602263,0,0,0,0,3.849512528,0,0,0,0,0,0,5.991044851,8.048928225,0,7.125393534,2.451992284,6.568426647,0,8.431797688,6.425635989,4.545879418,2.451992284,3.849512528,4.239310032,0,9.292412915,2.451992284,0,2.451992284,3.849512528,0,6.979658804,7.078432203,8.210101403,6.759170309,9.033946842,3.849512528,7.560805899,0,0,7.214964977,0,0
PCS4_220119_254_A01,H22.26.401.11.51.01.04,1152664972,9.002093625,5.757702354,7.737564079,7.139605688,0,4.344194859,0,0,3.413531621,0,0,7.089344979,0,0,0,0,6.608149629,0,0,6.677834572,5.99460238,0,6.376291748,7.409152672,0,5.881009482,4.651846556,2.542943775,0,3.413531621,0,0,0,0,6.099900492,0,0,0,5.30823543,0,6.457788764,0,0,0,0,0,0,6.289913923,8.20698468,3.952641829,4.651846556,0,0,0,7.324778098,7.037269885,3.413531621,0,0,5.622862819,4.651846556,8.341899245,4.651846556,6.927116994,0,5.622862819,0,8.504154379,4.90528427,7.52712692,4.344194859,5.757702354,0,7.949629684,2.542943775,0,6.744308119,0,0
PCS4_220119_451_A01,H22.26.401.11.55.01.01,1152654136,6.191743983,2.809023138,4.001824512,6.131201299,0,0,0,6.359474353,0,0,0,4.461289283,0,0,2.001459795,0,3.702236178,0,3.323679671,0,0,0,0,3.323679671,0,4.001824512,0,2.001459795,0,4.461289283,0,4.461289283,2.001459795,0,2.001459795,0,0,0,0,0,2.001459795,0,0,0,0,0,0,3.323679671,5.783270419,0,0,0,0,0,7.296554427,0,0,0,2.001459795,0,2.001459795,5.859893529,0,4.461289283,0,4.001824512,0,3.323679671,4.461289283,6.068006229,0,8.235559281,2.001459795,3.702236178,0,0,4.461289283,0,0
PCS4_220119_801_A01,H22.26.401.11.54.01.02,1152663276,7.884518289,2.140859046,4.821810503,2.967259278,0,2.967259278,0,2.140859046,0,0,2.967259278,4.636434387,0,0,0,0,2.140859046,0,2.967259278,2.967259278,2.140859046,0,0,4.174025137,0,4.636434387,0,0,2.140859046,4.636434387,0,0,0,0,5.267262483,0,0,0,0,0,4.821810503,0,2.140859046,0,0,0,0,2.967259278,2.967259278,3.871940512,2.140859046,0,3.871940512,0,6.248409717,2.140859046,0,2.140859046,4.174025137,3.48938073,0,4.821810503,0,0,2.140859046,2.140859046,5.389668296,2.967259278,2.967259278,5.133500128,0,4.821810503,2.967259278,4.423677291,0,0,4.174025137,0,0
PCS4_220119_851_A01,H22.26.401.11.53.01.01,1152645118,8.711301775,5.983603574,8.266483944,8.36709626,0,6.866126836,0,0,7.250237138,0,3.842477837,8.224188523,2.445816528,0,0,0,5.507267949,0,0,7.16336644,3.842477837,4.232150877,6.259682384,7.991835492,0,6.560946065,0,4.791294987,5.983603574,0,0,6.418163716,4.791294987,0,7.207455547,0,0,0,0,5.878441133,6.92011651,0,0,0,0,0,0,6.418163716,4.232150877,8.158325461,0,0,6.627365532,0,6.690861261,7.518707501,0,0,0,2.445816528,2.445816528,6.627365532,0,0,0,7.207455547,2.445816528,5.507267949,5.006225056,8.814685832,2.445816528,8.224188523,5.006225056,7.409703968,3.842477837,0,8.016828754,0,0
P4S4_220121_153_A01,H22.26.402.11.05.01.03,1153055528,6.722807183,0,0,0,0,0,0,0,0,4.525211357,0,0,0,0,3.586543214,0,0,0,0,0,0,0,0,2.7018989,0,0,0,0,0,0,0,0,4.834553875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.385407983,0,0,0,0,0,0,0,0,0,0,0,0,2.7018989,0,6.067787799,2.7018989,4.130908869,0,6.563948517,0,0,0,0,0
